Freq (Hz)	ref(Pa^2 rms)	mic1(Pa^2 rms)	mic2(Pa^2 rms)
1990.0000000000000000	0.0000200196805422	0.0033448431812951	0.0030685988834642
1991.0000000000000000	0.0000348581280242	0.0018732096727691	0.0016744480090075
1992.0000000000000000	0.0000741680070510	0.0046980452594253	0.0053988704589743
1993.0000000000000000	0.0001565287414117	0.0138690765657144	0.0144172511419337
1994.0000000000000000	0.0003920975880088	0.0184599318847701	0.0210531831873319
1995.0000000000000000	0.0012715811067871	0.0317794527282947	0.0304108157921858
1996.0000000000000000	0.0050482391204926	0.0461324289930760	0.0579331716786685
1997.0000000000000000	0.0303263612350572	0.3465423516498526	0.4294486067141109
1998.0000000000000000	0.4981274664170563	0.9397176040767121	0.9829685603837675
1999.0000000000000000	294655.8475788002830000	173.6502331494513380	199.2632246815463190
2000.0000000000000000	1164959.1042790368700000	712.5247203718784010	806.9236651430376230
2001.0000000000000000	287857.2527576457940000	179.5014796585177800	203.8101092290009430
2002.0000000000000000	0.4825042638399887	0.6758535627256458	0.6493466300594244
2003.0000000000000000	0.0308166120842366	0.1979882492574351	0.2041788876425778
2004.0000000000000000	0.0047565613489031	0.0489066628421271	0.0422535140178437
2005.0000000000000000	0.0011783460904457	0.0181025646042327	0.0143750828135786
2006.0000000000000000	0.0004194419480628	0.0067230270098931	0.0088507379660669
2007.0000000000000000	0.0001608584140293	0.0024616466545889	0.0044025050389517
2008.0000000000000000	0.0000693665908337	0.0017284228964321	0.0027234345404453
2009.0000000000000000	0.0000332040159540	0.0008349752867087	0.0008700512493302
2010.0000000000000000	0.0000183699464905	0.0017061708643625	0.0017957193574784
