Freq (Hz)	mic(Pa^2 rms)	ref(Pa^2 rms)
400.0000000000000000	0.1761736755926926	0.0000098795157987
401.0000000000000000	0.1613188071588646	0.0000075346951169
402.0000000000000000	0.2542326767211937	0.0000120905393384
403.0000000000000000	0.2497434245430775	0.0000102755649164
404.0000000000000000	0.2853508304074883	0.0000113242273858
405.0000000000000000	0.4281185944638025	0.0000165179580914
406.0000000000000000	0.3891421307087169	0.0000154664158439
407.0000000000000000	0.2299386333017455	0.0000112589912463
408.0000000000000000	0.2117169950249995	0.0000121876995053
409.0000000000000000	0.2587135460952764	0.0000153733850044
410.0000000000000000	0.2253933140589661	0.0000136594880447
411.0000000000000000	0.1840300702822754	0.0000106301720806
412.0000000000000000	0.2140496498254773	0.0000123362827050
413.0000000000000000	0.2061654665360152	0.0000110559721272
414.0000000000000000	0.1728677633321423	0.0000097963963653
415.0000000000000000	0.2489710183191149	0.0000130278351087
416.0000000000000000	0.2136940446722232	0.0000092733630720
417.0000000000000000	0.2290632733198167	0.0000081125774788
418.0000000000000000	0.3881620667972412	0.0000131361059935
419.0000000000000000	0.3601459999547854	0.0000121599007806
420.0000000000000000	0.4604800837738187	0.0000153020327919
421.0000000000000000	0.4606186437562204	0.0000146733476477
422.0000000000000000	0.5553747384240064	0.0000158508013888
423.0000000000000000	0.4651881746387810	0.0000120348354630
424.0000000000000000	0.2715060701418873	0.0000068529072470
425.0000000000000000	0.2330715301206606	0.0000061526774401
426.0000000000000000	0.3586526887137139	0.0000098693583452
427.0000000000000000	0.2632806987901781	0.0000087041507516
428.0000000000000000	0.4927853800937851	0.0000158642384270
429.0000000000000000	0.5484488038677794	0.0000172339831255
430.0000000000000000	0.3316070731586299	0.0000099510831570
431.0000000000000000	0.6854000052145374	0.0000179630997605
432.0000000000000000	0.7368756268620826	0.0000181082960532
433.0000000000000000	0.7133545372313077	0.0000192112390724
434.0000000000000000	0.7962905873056194	0.0000222349068770
435.0000000000000000	0.3815881461918533	0.0000112641212949
436.0000000000000000	0.3731071635080619	0.0000113226292911
437.0000000000000000	0.3733637016116688	0.0000116195657574
438.0000000000000000	0.2892120313005408	0.0000095412323412
439.0000000000000000	0.1747571798820775	0.0000056014957366
440.0000000000000000	0.3379916841500117	0.0000120647802706
441.0000000000000000	0.2956435849445848	0.0000106657765340
442.0000000000000000	0.2317609995813216	0.0000084134425810
443.0000000000000000	0.2720272932152976	0.0000115215400475
444.0000000000000000	0.2423413445266799	0.0000106037638378
445.0000000000000000	0.2425308843363774	0.0000107102510138
446.0000000000000000	0.1236261512450424	0.0000059173084811
447.0000000000000000	0.1883830256616303	0.0000087371445811
448.0000000000000000	0.4131135116467133	0.0000190449277690
449.0000000000000000	0.2666294901451495	0.0000124438459872
450.0000000000000000	0.2149404677475911	0.0000082988911214
451.0000000000000000	0.4868836169685364	0.0000178768363787
452.0000000000000000	0.3687973141739600	0.0000131262648345
453.0000000000000000	0.2224762905809615	0.0000075035307275
454.0000000000000000	0.3572520459218090	0.0000111191328652
455.0000000000000000	0.4709473792827786	0.0000141648391224
456.0000000000000000	0.5623623439940221	0.0000157239873319
457.0000000000000000	0.4885310229244968	0.0000122610123529
458.0000000000000000	0.2844587101900991	0.0000072867029759
459.0000000000000000	0.3282019803042485	0.0000089950226371
460.0000000000000000	0.3918396365297597	0.0000101010084685
461.0000000000000000	0.3616377896221574	0.0000090249992692
462.0000000000000000	0.3625529897790435	0.0000088559685241
463.0000000000000000	0.2757107740141732	0.0000076284463627
464.0000000000000000	0.2795718857212620	0.0000099390091766
465.0000000000000000	0.2817873795335351	0.0000115145950536
466.0000000000000000	0.2614902740145686	0.0000112040466847
467.0000000000000000	0.2202818123669571	0.0000089062565674
468.0000000000000000	0.2073371966414511	0.0000076856526498
469.0000000000000000	0.2917858637503695	0.0000107360019147
470.0000000000000000	0.2334985819922060	0.0000086599958312
471.0000000000000000	0.3554190596507645	0.0000113086490056
472.0000000000000000	0.3186816609302218	0.0000095724647917
473.0000000000000000	0.4182662122640156	0.0000110508287220
474.0000000000000000	0.4951704602729097	0.0000121062443672
475.0000000000000000	0.3929204730111068	0.0000096534295078
476.0000000000000000	0.3484252828100215	0.0000088069305942
477.0000000000000000	0.4600400952788986	0.0000115693292808
478.0000000000000000	0.6163217956506979	0.0000167905159190
479.0000000000000000	0.6402863883981741	0.0000172148260521
480.0000000000000000	0.5011552388827110	0.0000124298053520
481.0000000000000000	0.4112183332920366	0.0000093928671466
482.0000000000000000	0.4752790952527473	0.0000115358292226
483.0000000000000000	0.5997373542051563	0.0000153330935057
484.0000000000000000	0.4771967235710007	0.0000126881973209
485.0000000000000000	0.3557338401834537	0.0000105903021383
486.0000000000000000	0.2521256723283415	0.0000078580163137
487.0000000000000000	0.2166569746972314	0.0000077225427921
488.0000000000000000	0.2911643997684406	0.0000110240517648
489.0000000000000000	0.4780966920002500	0.0000182541823556
490.0000000000000000	0.2645760433092891	0.0000098450252047
