Freq (Hz)	Coh_mic/source
5.0000000000000000	0.0033804905511003
6.0000000000000000	0.0305247554905253
7.0000000000000000	0.0111460251498124
8.0000000000000000	0.0023759668096590
9.0000000000000000	0.0132181183377439
10.0000000000000000	0.1017241708427745
11.0000000000000000	0.0465686058403207
12.0000000000000000	0.0115298067813455
13.0000000000000000	0.0749205018398487
14.0000000000000000	0.0464860285142014
15.0000000000000000	0.0208143881780315
16.0000000000000000	0.0060634080508672
17.0000000000000000	0.0671224379593603
18.0000000000000000	0.4914806628706292
19.0000000000000000	0.6606228868130805
20.0000000000000000	0.7669703011969833
21.0000000000000000	0.8610405765533768
22.0000000000000000	0.8775876555888944
23.0000000000000000	0.7846016095216243
24.0000000000000000	0.8736171567181770
25.0000000000000000	0.9094442440588463
26.0000000000000000	0.7804649294601490
27.0000000000000000	0.8473065113536443
28.0000000000000000	0.8408940777609636
29.0000000000000000	0.7274443481442848
30.0000000000000000	0.3807645725894152
31.0000000000000000	0.1231432075690428
32.0000000000000000	0.2793947531449641
33.0000000000000000	0.5327349425983783
34.0000000000000000	0.1770151083420225
35.0000000000000000	0.0572834991459322
36.0000000000000000	0.1129635627584703
37.0000000000000000	0.1750369567214236
38.0000000000000000	0.0932554718070495
39.0000000000000000	0.1678344778566385
40.0000000000000000	0.1479983476393049
41.0000000000000000	0.0429785145775337
42.0000000000000000	0.0138240312562490
43.0000000000000000	0.1122161111745458
44.0000000000000000	0.2855705279330606
45.0000000000000000	0.3354354662307311
46.0000000000000000	0.4733573580078818
47.0000000000000000	0.3573395471588144
48.0000000000000000	0.2525501504970315
49.0000000000000000	0.4631270560527605
50.0000000000000000	0.8708100584452277
51.0000000000000000	0.9218979761559580
52.0000000000000000	0.8460136514611111
53.0000000000000000	0.7125671031086130
54.0000000000000000	0.9377670239692437
55.0000000000000000	0.9451490538116128
56.0000000000000000	0.9583070947502016
57.0000000000000000	0.9775362463899776
58.0000000000000000	0.9798312439898480
59.0000000000000000	0.9641723002042318
60.0000000000000000	0.9775062383174314
61.0000000000000000	0.9779044296107388
62.0000000000000000	0.9872909048597417
63.0000000000000000	0.9870200897804299
64.0000000000000000	0.9827209632335903
65.0000000000000000	0.9697856980528462
66.0000000000000000	0.9724817307257220
67.0000000000000000	0.9779269363736590
68.0000000000000000	0.9866049725998143
69.0000000000000000	0.9759144342882737
70.0000000000000000	0.9908043664262622
71.0000000000000000	0.9704054755291547
72.0000000000000000	0.9752821170332918
73.0000000000000000	0.9827651441290780
74.0000000000000000	0.9890148776622710
75.0000000000000000	0.9721670103099481
76.0000000000000000	0.9811966626134396
77.0000000000000000	0.9931249538713911
77.9999999999999999	0.9964274640679259
78.9999999999999999	0.9935987619278455
79.9999999999999999	0.9931863822834373
80.9999999999999999	0.9904627519086490
81.9999999999999999	0.9885337566721023
82.9999999999999999	0.9864995632015250
83.9999999999999999	0.9830747416855532
84.9999999999999999	0.9823319459793792
85.9999999999999999	0.9921200304324322
86.9999999999999999	0.9930844436962825
87.9999999999999999	0.9939028232733688
88.9999999999999999	0.9951712697778989
89.9999999999999999	0.9961234896914294
90.9999999999999999	0.9924406445240326
91.9999999999999999	0.9898487889217120
92.9999999999999999	0.9920205921133809
93.9999999999999999	0.9908396628177815
94.9999999999999999	0.9917226524533204
95.9999999999999999	0.9916545592808181
96.9999999999999999	0.9950699704239491
97.9999999999999999	0.9952926353635131
98.9999999999999999	0.9873183499483835
100.0000000000000000	0.9808095240498170
101.0000000000000000	0.9798406257817067
102.0000000000000000	0.9784629762578300
103.0000000000000000	0.9716486837023608
104.0000000000000000	0.9759186448069365
105.0000000000000000	0.9762490078939975
106.0000000000000000	0.9768509532304345
107.0000000000000000	0.9566074469652951
108.0000000000000000	0.9677775397915260
109.0000000000000000	0.9338306064727665
110.0000000000000000	0.9477178460563785
111.0000000000000000	0.9679483835825164
112.0000000000000000	0.9665265032508527
113.0000000000000000	0.9581910937085756
114.0000000000000000	0.9748202731306478
115.0000000000000000	0.9850151724201495
