Freq (Hz)	mic/source_Real	mic/source_Imag
5.0000000000000000	134.3884670521001960	-85.9137713758218666
6.0000000000000000	15.5707748793848815	0.3007411895156488
7.0000000000000000	21.9416727436538181	164.3162134929464740
8.0000000000000000	-449.3434646704727120	115.2348356342840530
9.0000000000000000	126.2580413552976210	-9.5433242978002912
10.0000000000000000	19.5516846086770002	-2.1511434153772844
11.0000000000000000	5.3461364098961797	-1.8284090013263397
12.0000000000000000	-1.6615367574796978	8.6463523061988656
13.0000000000000000	-1.2871605553758689	2.0797949207678852
14.0000000000000000	1.7428476757387905	1.8136994074996235
15.0000000000000000	-1.1620057331223237	9.7031749229746964
16.0000000000000000	5.2657680126866886	16.2466134391276817
17.0000000000000000	-0.4640923220244749	2.9156387940104138
18.0000000000000000	-0.3457155203016648	0.6707082553149684
19.0000000000000000	-0.0786117817105350	0.7585496291045453
20.0000000000000000	0.1555260806409984	0.8437499423553410
21.0000000000000000	0.4774451466102084	1.0210044939213954
22.0000000000000000	0.7813749098333798	1.3995342125662078
23.0000000000000000	1.5634609953706560	1.5053571330984732
24.0000000000000000	2.1152133652676364	1.0054568226772569
25.0000000000000000	2.5643536510856513	0.5795206545164778
26.0000000000000000	2.9902136016659768	-0.6458631066459500
27.0000000000000000	2.5905882077129108	-1.0995626420232329
28.0000000000000000	1.8485267292358716	-1.2004733331617312
29.0000000000000000	1.4944065190145899	-1.3768096466769966
30.0000000000000000	1.8841001580280765	-1.4751826915667410
31.0000000000000000	4.7002843589572540	-2.9854030756267260
32.0000000000000000	3.4507109518503447	-1.4469557167212583
33.0000000000000000	1.6877427439306583	-1.6676650880911288
34.0000000000000000	3.5590552396642696	-1.9153180252131166
35.0000000000000000	2.4294849855247205	-12.5263636532866549
36.0000000000000000	-2.1525679769412682	-8.0667379946153872
37.0000000000000000	-0.9124503435848519	-3.3153848863643280
38.0000000000000000	2.8417207048413977	-3.8456730252888738
39.0000000000000000	2.7137848162941940	-1.4405392991282457
40.0000000000000000	2.1182002360685073	-1.1912854390813330
41.0000000000000000	3.7780416309674480	-2.9946156662083103
42.0000000000000000	7.9187878927446995	5.0889844411901688
43.0000000000000000	2.1943886634399945	0.7522760383204483
44.0000000000000000	0.8133815070206836	2.2976337084757339
45.0000000000000000	0.8850970823262191	2.8549215787100448
46.0000000000000000	0.6698323837350200	2.3045799136234550
47.0000000000000000	1.5740551275677883	2.3504219142226415
48.0000000000000000	2.5858391244011472	2.6748512769464838
49.0000000000000000	0.9076805591474921	2.4909483396722867
50.0000000000000000	1.1201663268755828	2.0376167636051807
51.0000000000000000	1.4731107620246213	2.0504914288916209
52.0000000000000000	1.8376509633678488	2.3852081324191472
53.0000000000000000	2.1715488067341031	2.6260374605810739
54.0000000000000000	2.1454533507062079	2.9339736038558968
55.0000000000000000	2.3795868534096574	3.2866660490526112
56.0000000000000000	2.8093322467515058	3.6930824952713244
57.0000000000000000	3.1702529660474505	4.4110730096779687
58.0000000000000000	3.5664455440790261	4.5853005228981250
59.0000000000000000	4.4929119112690437	5.1964178643352579
60.0000000000000000	5.3690920142128151	6.1107245642510213
