Freq (Hz)	mic(Pa^2 rms)	source(Pa^2 rms)
5.0000000000000000	0.0001364198596546	0.0000003992340383
6.0000000000000000	0.0000182753320246	0.0000006553714442
7.0000000000000000	0.0010542740269091	0.0000008797609744
8.0000000000000000	0.0023328728452940	0.0000011461268960
9.0000000000000000	0.0010203056022531	0.0000012357035159
10.0000000000000000	0.0001203784570963	0.0000009281461659
11.0000000000000000	0.0000050970184821	0.0000009388098320
12.0000000000000000	0.0000027931116673	0.0000007993725904
13.0000000000000000	0.0000017639715168	0.0000011368764832
14.0000000000000000	0.0000013114803699	0.0000012208063404
15.0000000000000000	0.0000108798247156	0.0000014258701876
16.0000000000000000	0.0000147571427950	0.0000021113897781
17.0000000000000000	0.0000037258864892	0.0000018129953187
18.0000000000000000	0.0000008583214263	0.0000017057882868
19.0000000000000000	0.0000011047324402	0.0000019823395823
20.0000000000000000	0.0000011002457643	0.0000015211480184
21.0000000000000000	0.0000010533696382	0.0000008338098161
22.0000000000000000	0.0000026456418575	0.0000010341317139
23.0000000000000000	0.0000060369854379	0.0000013005454606
24.0000000000000000	0.0000093437095199	0.0000017112664586
25.0000000000000000	0.0000080142642788	0.0000011621261944
26.0000000000000000	0.0000100355537774	0.0000010888994884
27.0000000000000000	0.0000114109993592	0.0000014506603045
28.0000000000000000	0.0000057126169423	0.0000011847239439
29.0000000000000000	0.0000041760716398	0.0000010372575519
30.0000000000000000	0.0000061154773278	0.0000013369093527
31.0000000000000000	0.0000158879532995	0.0000013122958928
32.0000000000000000	0.0000153503907198	0.0000016057893592
33.0000000000000000	0.0000069674864838	0.0000013644665561
34.0000000000000000	0.0000083389541723	0.0000009987982207
35.0000000000000000	0.0000389246978761	0.0000011663576108
36.0000000000000000	0.0000266007190595	0.0000010461354364
37.0000000000000000	0.0000084736681117	0.0000014132134214
38.0000000000000000	0.0000086940673116	0.0000012183408904
39.0000000000000000	0.0000054291784849	0.0000011684054922
40.0000000000000000	0.0000036752961161	0.0000013853817758
41.0000000000000000	0.0000062898669633	0.0000017124581699
42.0000000000000000	0.0000073069430209	0.0000015328799014
43.0000000000000000	0.0000028866102812	0.0000014783159689
44.0000000000000000	0.0000056197841871	0.0000013686730474
45.0000000000000000	0.0000094352785963	0.0000014037406671
46.0000000000000000	0.0000060243030281	0.0000011991380645
47.0000000000000000	0.0000066041222782	0.0000010637639962
48.0000000000000000	0.0000109912362042	0.0000012332449759
49.0000000000000000	0.0000091874402870	0.0000015105078582
50.0000000000000000	0.0000116412623698	0.0000021634527263
51.0000000000000000	0.0000122750564315	0.0000019288141366
52.0000000000000000	0.0000123784167299	0.0000013749068301
53.0000000000000000	0.0000135064215099	0.0000011968894548
54.0000000000000000	0.0000200559057753	0.0000015196694546
55.0000000000000000	0.0000261164903963	0.0000015874823856
56.0000000000000000	0.0000284681382702	0.0000013227799715
57.0000000000000000	0.0000477179664636	0.0000016173245602
58.0000000000000000	0.0000690469560337	0.0000020463806601
59.0000000000000000	0.0000634566800023	0.0000013451816889
60.0000000000000000	0.0000645799532634	0.0000009761245440
61.0000000000000000	0.0000926423636045	0.0000010903785471
62.0000000000000000	0.0001590621081224	0.0000014150620764
63.0000000000000000	0.0001665835276285	0.0000012250005998
64.0000000000000000	0.0002368278457642	0.0000013582973151
65.0000000000000000	0.0002302036677262	0.0000010928663409
66.0000000000000000	0.0003385021433322	0.0000011128593912
67.0000000000000000	0.0005694223059231	0.0000014585137426
68.0000000000000000	0.0009500847775790	0.0000018017687409
69.0000000000000000	0.0009426238868754	0.0000014788762454
70.0000000000000000	0.0012908845047076	0.0000015249807606
71.0000000000000000	0.0012143878460077	0.0000011443056724
72.0000000000000000	0.0010928554382107	0.0000008344455667
73.0000000000000000	0.0016686931914786	0.0000012043326310
74.0000000000000000	0.0015600637902412	0.0000010471248132
75.0000000000000000	0.0010832534241024	0.0000008387941400
76.0000000000000000	0.0012998710081491	0.0000011117785135
77.0000000000000000	0.0018216991381816	0.0000016355417912
77.9999999999999999	0.0018370866126983	0.0000017278289008
78.9999999999999999	0.0012808359882905	0.0000013321194762
79.9999999999999999	0.0010081737871312	0.0000011803198816
80.9999999999999999	0.0009376230677058	0.0000011167490220
81.9999999999999999	0.0007567600582691	0.0000009986530919
82.9999999999999999	0.0006209240937002	0.0000009245959646
83.9999999999999999	0.0004297162049021	0.0000006871617801
84.9999999999999999	0.0003890613285907	0.0000006572467112
85.9999999999999999	0.0007992834978193	0.0000014447689620
86.9999999999999999	0.0008684202839886	0.0000016712950382
87.9999999999999999	0.0006365923935390	0.0000013333406992
88.9999999999999999	0.0005062533660894	0.0000011072683372
89.9999999999999999	0.0006887830660227	0.0000015136650692
90.9999999999999999	0.0006352998908441	0.0000014118715862
91.9999999999999999	0.0004983214128594	0.0000011337062468
92.9999999999999999	0.0005322006038019	0.0000012860246389
93.9999999999999999	0.0004230951182239	0.0000010535611232
94.9999999999999999	0.0004393508707462	0.0000011387137679
95.9999999999999999	0.0006157431277408	0.0000015924254392
96.9999999999999999	0.0005807718051388	0.0000015394774901
97.9999999999999999	0.0005056160960739	0.0000014029917550
98.9999999999999999	0.0005792580618459	0.0000016344846429
100.0000000000000000	0.0006631317394270	0.0000019155196603
101.0000000000000000	0.0005024543656100	0.0000015614965620
102.0000000000000000	0.0004064952870390	0.0000012691674529
103.0000000000000000	0.0004543965564911	0.0000013625203170
104.0000000000000000	0.0004617216179872	0.0000014834434993
105.0000000000000000	0.0003995225950887	0.0000013807571675
106.0000000000000000	0.0003842309374630	0.0000012886413179
107.0000000000000000	0.0003688176312921	0.0000011402968685
108.0000000000000000	0.0004296984747753	0.0000014383536412
109.0000000000000000	0.0003251197194509	0.0000011029838924
110.0000000000000000	0.0002775410399761	0.0000008847140724
111.0000000000000000	0.0004182504014268	0.0000013991217573
112.0000000000000000	0.0004164184147136	0.0000014754572452
113.0000000000000000	0.0002892616914773	0.0000010931606839
114.0000000000000000	0.0003203486256718	0.0000011474596989
115.0000000000000000	0.0004042765254032	0.0000014802772387
116.0000000000000000	0.0003621484018506	0.0000013259641041
117.0000000000000000	0.0003305403554361	0.0000012600762190
118.0000000000000000	0.0003547669015238	0.0000014095276779
119.0000000000000000	0.0003403663554078	0.0000012761916563
120.0000000000000000	0.0004362140382889	0.0000016156383429
121.0000000000000000	0.0004689594240830	0.0000017762006451
122.0000000000000000	0.0003542301614844	0.0000014006987452
123.0000000000000000	0.0005008486268451	0.0000019620962638
124.0000000000000000	0.0006296586834727	0.0000022977624902
125.0000000000000000	0.0005111944018248	0.0000017618081775
126.0000000000000000	0.0004231819651141	0.0000015330604847
127.0000000000000000	0.0004413546363637	0.0000017810819187
128.0000000000000000	0.0003709806257938	0.0000014780878511
129.0000000000000000	0.0003885775511559	0.0000014247838345
130.0000000000000000	0.0003312391273686	0.0000012002338852
131.0000000000000000	0.0002903760620045	0.0000010898660652
132.0000000000000000	0.0004546812947079	0.0000016338689447
133.0000000000000000	0.0004025874946354	0.0000014540779549
134.0000000000000000	0.0002916936800860	0.0000010300782972
135.0000000000000000	0.0003961382695516	0.0000014121207718
136.0000000000000000	0.0002823196813382	0.0000010159804029
137.0000000000000000	0.0002606896130244	0.0000009169054566
138.0000000000000000	0.0003186680110677	0.0000011471466717
139.0000000000000000	0.0003722239770900	0.0000013626830908
140.0000000000000000	0.0003916480196790	0.0000013594701349
141.0000000000000000	0.0003721475699370	0.0000013716427980
142.0000000000000000	0.0003619453550173	0.0000012670985561
143.0000000000000000	0.0003284570609132	0.0000011142000417
144.0000000000000000	0.0003094557936070	0.0000010745636590
145.0000000000000000	0.0002316224170260	0.0000008251310071
146.0000000000000000	0.0004401702937395	0.0000014938917989
147.0000000000000000	0.0005153093246889	0.0000017790372577
148.0000000000000000	0.0005450158481514	0.0000018334216383
149.0000000000000000	0.0005609654408248	0.0000018176709144
150.0000000000000000	0.0004465161073578	0.0000015128344562
151.0000000000000000	0.0002955943485488	0.0000010239309119
152.0000000000000000	0.0005316930393927	0.0000017199890717
153.0000000000000000	0.0006629258941209	0.0000020793777968
154.0000000000000000	0.0004571407501516	0.0000014545993420
155.0000000000000000	0.0003956950465310	0.0000012133539348
156.0000000000000000	0.0004260765692934	0.0000013019411664
157.0000000000000000	0.0005130266306642	0.0000016335173935
158.0000000000000000	0.0005521430076922	0.0000017563048677
159.0000000000000000	0.0004236888400337	0.0000013317077233
160.0000000000000000	0.0002938683258120	0.0000009426193963
161.0000000000000000	0.0003603254909725	0.0000011724945448
162.0000000000000000	0.0003989449502724	0.0000013256785583
163.0000000000000000	0.0003644352590825	0.0000012621505485
164.0000000000000000	0.0003552660116577	0.0000012296044924
165.0000000000000000	0.0004547603409887	0.0000015376705349
166.0000000000000000	0.0004757098257945	0.0000016076850464
167.0000000000000000	0.0004179864071464	0.0000014005669050
168.0000000000000000	0.0003615071791060	0.0000011803700084
169.0000000000000000	0.0003155278954541	0.0000009982118720
170.0000000000000000	0.0004948016431207	0.0000015635330287
171.0000000000000000	0.0007582409801192	0.0000024694996289
172.0000000000000000	0.0005436173426936	0.0000018047204859
173.0000000000000000	0.0003962071607363	0.0000013047337473
174.0000000000000000	0.0003546978681032	0.0000011369673290
175.0000000000000000	0.0004513873954141	0.0000013407190447
176.0000000000000000	0.0007205479915376	0.0000021734073532
177.0000000000000000	0.0006729892256541	0.0000020193098456
178.0000000000000000	0.0005106215273277	0.0000015383531613
179.0000000000000000	0.0004282101597484	0.0000012613885363
180.0000000000000000	0.0004656265074118	0.0000013527219506
181.0000000000000000	0.0004300998969929	0.0000012293560826
182.0000000000000000	0.0004482119952667	0.0000013284041999
183.0000000000000000	0.0005920623451150	0.0000017333351979
184.0000000000000000	0.0005996700456792	0.0000017941958514
185.0000000000000000	0.0004050852492839	0.0000012059703749
186.0000000000000000	0.0002937024659904	0.0000008428039456
187.0000000000000000	0.0003115264325955	0.0000008620137219
188.0000000000000000	0.0005840480846805	0.0000015863330289
189.0000000000000000	0.0009388818124691	0.0000025142065613
190.0000000000000000	0.0006645526828290	0.0000017681393032
191.0000000000000000	0.0005600892108939	0.0000015717900233
192.0000000000000000	0.0004497561231403	0.0000013365586384
193.0000000000000000	0.0006429430370157	0.0000016829476141
194.0000000000000000	0.0008276401641980	0.0000022530846472
195.0000000000000000	0.0006655637754031	0.0000018985008140
196.0000000000000000	0.0005112270990000	0.0000015059300517
197.0000000000000000	0.0005175180608466	0.0000013978038719
198.0000000000000000	0.0006092550640934	0.0000015660719572
199.0000000000000000	0.0006073447842678	0.0000014976609482
200.0000000000000000	0.0007338821963764	0.0000016275042350
201.0000000000000000	0.0007489198319388	0.0000017012466391
202.0000000000000000	0.0006012227307896	0.0000015216655166
203.0000000000000000	0.0005213304695102	0.0000013083933633
204.0000000000000000	0.0006407875933522	0.0000015636634190
205.0000000000000000	0.0004753191914907	0.0000012545360018
206.0000000000000000	0.0003578920736133	0.0000009831433895
207.0000000000000000	0.0003822558034528	0.0000009886430995
208.0000000000000000	0.0004408339413862	0.0000010848017154
209.0000000000000000	0.0005256339534254	0.0000012579218251
210.0000000000000000	0.0005185617705608	0.0000013179359373
211.0000000000000000	0.0006720299196894	0.0000017575516739
212.0000000000000000	0.0006587094602688	0.0000015855619455
213.0000000000000000	0.0007050130435953	0.0000016518844515
214.0000000000000000	0.0004843505093505	0.0000012018543676
215.0000000000000000	0.0007482250019426	0.0000018479417241
216.0000000000000000	0.0006443318536147	0.0000016350580020
217.0000000000000000	0.0004993749434347	0.0000011799400523
218.0000000000000000	0.0006575838882463	0.0000015795398137
219.0000000000000000	0.0006497531344841	0.0000015953300286
220.0000000000000000	0.0006430689198117	0.0000016301679670
221.0000000000000000	0.0007203796204000	0.0000019470593818
222.0000000000000000	0.0006609662513046	0.0000016895261607
223.0000000000000000	0.0006162564996141	0.0000015531707250
224.0000000000000000	0.0005749851782094	0.0000014051227824
225.0000000000000000	0.0007320844494887	0.0000015936665856
226.0000000000000000	0.0005840368096256	0.0000013599238687
227.0000000000000000	0.0005789287190222	0.0000013532029348
228.0000000000000000	0.0006145935740685	0.0000014423428261
229.0000000000000000	0.0007658855075798	0.0000018150324344
230.0000000000000000	0.0005366290327443	0.0000012959611094
231.0000000000000000	0.0006619071795733	0.0000017102341340
232.0000000000000000	0.0006052313465974	0.0000015324886579
233.0000000000000000	0.0004559125036372	0.0000011091282601
234.0000000000000000	0.0007378607355071	0.0000017455515572
