Freq (Hz)	Coh_mic/ref
400.0000000000000000	0.9510205304674118
401.0000000000000000	0.9551078699920311
402.0000000000000000	0.9650222837746910
403.0000000000000000	0.9745973710635434
404.0000000000000000	0.9812606295853865
405.0000000000000000	0.9886052315417370
406.0000000000000000	0.9714574939270051
407.0000000000000000	0.9813255750180671
408.0000000000000000	0.9890340042686125
409.0000000000000000	0.9861747702700027
410.0000000000000000	0.9923981109266468
411.0000000000000000	0.9876687958620166
412.0000000000000000	0.9864791575165395
413.0000000000000000	0.9737960990398352
414.0000000000000000	0.9600928083930742
415.0000000000000000	0.9621924640449854
416.0000000000000000	0.9724661026370648
417.0000000000000000	0.9823480450218512
418.0000000000000000	0.9904066599026181
419.0000000000000000	0.9925817444753935
420.0000000000000000	0.9911479237308700
421.0000000000000000	0.9954544778959483
422.0000000000000000	0.9864963799119340
423.0000000000000000	0.9873337465800381
424.0000000000000000	0.9874283557511162
425.0000000000000000	0.9685270662556822
426.0000000000000000	0.9667826825465574
427.0000000000000000	0.9826031269617828
428.0000000000000000	0.9936276196540915
429.0000000000000000	0.9951624572686392
430.0000000000000000	0.9955470388492241
431.0000000000000000	0.9940021840315808
432.0000000000000000	0.9959698965691338
433.0000000000000000	0.9943563201369340
434.0000000000000000	0.9934405281388078
435.0000000000000000	0.9899144712699953
436.0000000000000000	0.9813592366167196
437.0000000000000000	0.9821303783746301
438.0000000000000000	0.9645675559303836
439.0000000000000000	0.9484726604693106
440.0000000000000000	0.9511679456649382
441.0000000000000000	0.9423506502696041
442.0000000000000000	0.9605391396171524
443.0000000000000000	0.9660053773998863
444.0000000000000000	0.9580005242681559
445.0000000000000000	0.9547941173799739
446.0000000000000000	0.9646012596589453
447.0000000000000000	0.9646651886635355
448.0000000000000000	0.9796086596014183
449.0000000000000000	0.9863080518192128
450.0000000000000000	0.9797969593248123
451.0000000000000000	0.9719901314095915
452.0000000000000000	0.9922425351420266
453.0000000000000000	0.9874162942977776
454.0000000000000000	0.9738963108231892
455.0000000000000000	0.9725388359843082
456.0000000000000000	0.9777564357299625
457.0000000000000000	0.9668439092104636
458.0000000000000000	0.9896770194654326
459.0000000000000000	0.9965581003915789
460.0000000000000000	0.9919974316772873
461.0000000000000000	0.9925328278622261
462.0000000000000000	0.9908074869450365
463.0000000000000000	0.9939369917959401
464.0000000000000000	0.9771666012727799
465.0000000000000000	0.9256762587819041
466.0000000000000000	0.9719517687430241
467.0000000000000000	0.9815080492296853
468.0000000000000000	0.9650105307155099
469.0000000000000000	0.9753889864747650
470.0000000000000000	0.9839450384225775
471.0000000000000000	0.9917823090236227
472.0000000000000000	0.9827019779980657
473.0000000000000000	0.9684863046972612
474.0000000000000000	0.9867966581485034
475.0000000000000000	0.9904006975803032
476.0000000000000000	0.9801826298940298
477.0000000000000000	0.9778201388216204
478.0000000000000000	0.9839917813273460
479.0000000000000000	0.9856392949167092
480.0000000000000000	0.9744232450349762
481.0000000000000000	0.9530759977496543
482.0000000000000000	0.9598645766875027
483.0000000000000000	0.9725220392824477
484.0000000000000000	0.9789526480308613
485.0000000000000000	0.9856424668406182
486.0000000000000000	0.9742137448396514
487.0000000000000000	0.9816691053621497
488.0000000000000000	0.9826793979764276
489.0000000000000000	0.9670572083218902
490.0000000000000000	0.9834788053696439
491.0000000000000000	0.9724746548691336
492.0000000000000000	0.9657537329606958
493.0000000000000000	0.9845476899961424
494.0000000000000000	0.9827082289482908
495.0000000000000000	0.9858712731888141
496.0000000000000000	0.9882417614566490
497.0000000000000000	0.9952524628343630
498.0000000000000000	0.9953920496378876
499.0000000000000000	0.9934302279733644
500.0000000000000000	0.9918850241688801
501.0000000000000000	0.9897973529481526
502.0000000000000000	0.9874896489174162
503.0000000000000000	0.9866491772387398
504.0000000000000000	0.9868638385611526
505.0000000000000000	0.9878967673338840
506.0000000000000000	0.9946141632557066
507.0000000000000000	0.9924142473494186
508.0000000000000000	0.9905501723883222
509.0000000000000000	0.9906621123369533
510.0000000000000000	0.9969309658746832
511.0000000000000000	0.9948132138295184
512.0000000000000000	0.9953364061538860
513.0000000000000000	0.9920790336622941
514.0000000000000000	0.9920028717635311
515.0000000000000000	0.9953558673764136
516.0000000000000000	0.9923566002773063
517.0000000000000000	0.9860455671388243
518.0000000000000000	0.9863721550245204
519.0000000000000000	0.9888670923331259
520.0000000000000000	0.9896672630708334
521.0000000000000000	0.9947409807714832
522.0000000000000000	0.9842517769089371
523.0000000000000000	0.9773005706562929
524.0000000000000000	0.9732399092499605
525.0000000000000000	0.9736605419468093
526.0000000000000000	0.9776847947019270
527.0000000000000000	0.9685110129975488
528.0000000000000000	0.9787971349669733
528.9999999999999990	0.9832220802696910
529.9999999999999990	0.9779321290918904
530.9999999999999990	0.9605938684411712
531.9999999999999990	0.8978918357211935
532.9999999999999990	0.9287304718943223
533.9999999999999990	0.8910396797240600
534.9999999999999990	0.9364389420023053
535.9999999999999990	0.9273912020124276
536.9999999999999990	0.9355992196398430
537.9999999999999990	0.9177550036890703
538.9999999999999990	0.8803182488876167
539.9999999999999990	0.9384013923284277
540.9999999999999990	0.9447293948250884
541.9999999999999990	0.9342602056213499
542.9999999999999990	0.9554189785437233
543.9999999999999990	0.9848225727024754
544.9999999999999990	0.9853253327721407
545.9999999999999990	0.9927677129984583
546.9999999999999990	0.9944589046044829
547.9999999999999990	0.9911551878174865
548.9999999999999990	0.9723736034433257
549.9999999999999990	0.9671171574658783
550.9999999999999990	0.9855890529309855
551.9999999999999990	0.9868089684061419
552.9999999999999990	0.9906413951349916
553.9999999999999990	0.9931930580142163
554.9999999999999990	0.9884541204497643
555.9999999999999990	0.9886384938303053
556.9999999999999990	0.9905632581564351
557.9999999999999990	0.9899270251432373
558.9999999999999990	0.9818206538579444
559.9999999999999990	0.9892495795315749
560.9999999999999990	0.9930657988905311
561.9999999999999990	0.9952207499634458
562.9999999999999990	0.9947007187050534
563.9999999999999990	0.9953075038689215
564.9999999999999990	0.9972466722711698
565.9999999999999990	0.9953368668597191
566.9999999999999990	0.9918156820392716
567.9999999999999990	0.9926602632126439
568.9999999999999990	0.9967986627306156
569.9999999999999990	0.9921816871819560
570.9999999999999990	0.9957775987062466
571.9999999999999990	0.9943697756417876
572.9999999999999990	0.9861616111690209
573.9999999999999990	0.9906198496025607
574.9999999999999990	0.9917300214935834
575.9999999999999990	0.9726880056267029
576.9999999999999990	0.9907429762368780
577.9999999999999990	0.9948466913541881
578.9999999999999990	0.9934400878797996
579.9999999999999990	0.9918715273893002
580.9999999999999990	0.9935477601576798
581.9999999999999990	0.9855473819833390
582.9999999999999990	0.9966452741767575
583.9999999999999990	0.9952310383671317
584.9999999999999990	0.9963845736181499
585.9999999999999990	0.9952483547681353
586.9999999999999990	0.9976392185829073
587.9999999999999990	0.9984293975229209
588.9999999999999990	0.9984978585059107
589.9999999999999990	0.9978651684578467
590.9999999999999990	0.9972316756584113
591.9999999999999990	0.9981514496196445
592.9999999999999990	0.9979060289647801
593.9999999999999990	0.9970382563907749
594.9999999999999990	0.9982536183366619
595.9999999999999990	0.9985303015572692
596.9999999999999990	0.9981123635955054
597.9999999999999990	0.9986409728620221
598.9999999999999990	0.9984415328929500
599.9999999999999990	0.9936663860125509
600.9999999999999990	0.9966938249935424
601.9999999999999990	0.9925507094921138
602.9999999999999990	0.9957507629259101
603.9999999999999990	0.9976378880507182
604.9999999999999990	0.9985938484992140
605.9999999999999990	0.9951748897790631
606.9999999999999990	0.9933601052745086
607.9999999999999990	0.9931984999582906
608.9999999999999990	0.9931333175310635
609.9999999999999990	0.9893389223022374
610.9999999999999990	0.9918220753555081
611.9999999999999990	0.9934061567273318
612.9999999999999990	0.9893657091059774
613.9999999999999990	0.9908641250157643
614.9999999999999990	0.9888566450197602
615.9999999999999990	0.9962190586058834
616.9999999999999990	0.9980731150440105
617.9999999999999990	0.9962941603232496
618.9999999999999990	0.9968017758270052
619.9999999999999990	0.9966841797263107
620.9999999999999990	0.9967344962644976
621.9999999999999990	0.9959079967908213
622.9999999999999990	0.9970222693103660
623.9999999999999990	0.9963212599749062
624.9999999999999990	0.9972674048130246
625.9999999999999990	0.9933675026544969
626.9999999999999990	0.9961533875195923
627.9999999999999990	0.9970296175517873
628.9999999999999990	0.9962669087379900
629.9999999999999990	0.9957698628546425
630.9999999999999990	0.9956680373214003
631.9999999999999990	0.9952326230498956
632.9999999999999990	0.9941685814195483
633.9999999999999990	0.9882573697951423
634.9999999999999990	0.9937413927912651
