Signaux reflechis et transmis pour une structure 
Signal echographique : ser2_25.tam
Milieu incident : eau
Milieu de refraction : eau
Nombre de periodes   1
Couche   1	 : nickel	Epaisseur (mm) : 1.00000000e+01
Epaisseur totale h d'une periode (mm) : 1.00000000e+01
Epaisseur totale H de la plaque (mm) : 1.00000000e+01
Pas frequentiel (MHz) : 9.76562500e-03
Pas temporel (µs) : 5.00000000e-02
Angle d'incidence (degre) : 2.00000000e+01
 



no	temps (µs)	SR	ST
 25	1.20000000e+00	5.90387261e-03	3.39701505e-06
 26	1.25000000e+00	5.23719448e-03	1.94874712e-06
 27	1.30000000e+00	2.51182727e-03	-1.51912722e-07
 28	1.35000000e+00	-1.51326921e-04	5.28764019e-06
 29	1.40000000e+00	-1.72960050e-03	-6.86243243e-07
 30	1.45000000e+00	-2.25594869e-03	5.82316792e-07
 31	1.50000000e+00	-1.93362256e-03	3.85995644e-06
 32	1.55000000e+00	-1.14866053e-03	-3.30362868e-06
 33	1.60000000e+00	-3.45318082e-04	3.41392942e-06
 34	1.65000000e+00	2.11428294e-04	2.17133355e-06
 35	1.70000000e+00	4.15215614e-04	-3.45019162e-06
 36	1.75000000e+00	4.22607854e-04	5.80919274e-06
 37	1.80000000e+00	3.18728638e-04	-2.61844842e-06
 38	1.85000000e+00	6.30581049e-05	-2.57728574e-06
 39	1.90000000e+00	-1.68248952e-04	5.16176972e-06
 40	1.95000000e+00	-2.52684722e-04	-9.29701906e-06
 41	2.00000000e+00	-2.20081235e-04	6.79091864e-07
 42	2.05000000e+00	-1.20035286e-04	-2.65819943e-07
 43	2.10000000e+00	-5.73904850e-05	-1.61369910e-05
 44	2.15000000e+00	-4.80569052e-06	4.20903574e-06
 45	2.20000000e+00	6.56528501e-05	-1.85325311e-05
 46	2.25000000e+00	5.81401493e-05	-2.30269248e-05
 47	2.30000000e+00	1.50440669e-05	-5.49335581e-06
 48	2.35000000e+00	-1.19183796e-05	-7.69413509e-05
 49	2.40000000e+00	-3.61927612e-05	-1.73293054e-05
 50	2.45000000e+00	-2.84490779e-05	-7.17256330e-04
 51	2.50000000e+00	-2.61295735e-05	-4.31869428e-03
 52	2.55000000e+00	-2.25147542e-05	-9.91062755e-03
 53	2.60000000e+00	1.50470120e-05	-1.20060902e-02
 54	2.65000000e+00	1.86505948e-05	-5.65963693e-03
 55	2.70000000e+00	5.77799574e-06	7.99863252e-03
 56	2.75000000e+00	8.46034882e-06	2.10691639e-02
 57	2.80000000e+00	-6.64822141e-06	2.44771285e-02
 58	2.85000000e+00	-1.36153523e-05	1.57173733e-02
 59	2.90000000e+00	-1.98097709e-05	5.42019598e-04
 60	2.95000000e+00	-2.48169399e-05	-1.23005155e-02
 61	3.00000000e+00	3.99690178e-06	-1.71426764e-02
 62	3.05000000e+00	1.27030415e-05	-1.38237339e-02
 63	3.10000000e+00	1.42710202e-07	-5.95876054e-03
 64	3.15000000e+00	4.07252193e-06	2.01150848e-03
 65	3.20000000e+00	-2.77731772e-07	6.72169268e-03
 66	3.25000000e+00	4.94864563e-07	7.05495166e-03
 67	3.30000000e+00	1.34350651e-06	4.18645279e-03
 68	3.35000000e+00	-1.19061971e-05	3.79296805e-04
 69	3.40000000e+00	-3.46517922e-06	-2.36562382e-03
 70	3.45000000e+00	3.29078549e-06	-3.23634993e-03
 71	3.50000000e+00	-3.66325710e-06	-2.57088130e-03
 72	3.55000000e+00	3.08660211e-06	-1.14524187e-03
 73	3.60000000e+00	8.50832002e-07	2.38239692e-04
 74	3.65000000e+00	-3.57649977e-06	1.02200891e-03
 75	3.70000000e+00	1.48465161e-06	1.06209409e-03
 76	3.75000000e+00	-3.27796960e-06	5.23487848e-04
 77	3.80000000e+00	8.21205731e-10	-2.01146483e-04
 78	3.85000000e+00	3.89460639e-06	-7.01392394e-04
 79	3.90000000e+00	-5.52705141e-06	-7.67484237e-04
 80	3.95000000e+00	-1.00809507e-06	-3.89893142e-04
 81	4.00000000e+00	5.13162402e-06	1.90741058e-04
 82	4.05000000e+00	4.53806081e-08	6.02124444e-04
 83	4.10000000e+00	1.04588359e-06	6.38003230e-04
 84	4.15000000e+00	-8.55007332e-07	3.43600030e-04
 85	4.20000000e+00	-1.42686806e-06	-4.48967182e-05
 86	4.25000000e+00	7.73188429e-06	-3.02285077e-04
 87	4.30000000e+00	3.76141315e-06	-3.73672751e-04
 88	4.35000000e+00	-1.13178766e-06	-2.81272056e-04
 89	4.40000000e+00	9.14586654e-06	-9.64067274e-05
 90	4.45000000e+00	6.43864963e-06	6.96819339e-05
 91	4.50000000e+00	6.76571121e-06	1.54722196e-04
 92	4.55000000e+00	1.93520478e-05	1.37544758e-04
 93	4.60000000e+00	8.93571624e-06	5.87288809e-05
 94	4.65000000e+00	2.17583673e-05	-9.07676856e-06
 95	4.70000000e+00	4.11292270e-05	-5.30955268e-05
 96	4.75000000e+00	2.56010889e-05	-6.59824313e-05
 97	4.80000000e+00	9.06084254e-05	-4.43580552e-05
 98	4.85000000e+00	9.23919483e-05	-1.59640302e-05
 99	4.90000000e+00	3.43509891e-04	1.28979909e-05
100	4.95000000e+00	2.64324251e-03	2.62432277e-05
101	5.00000000e+00	7.42342811e-03	1.60600200e-05
102	5.05000000e+00	1.07178954e-02	6.16702819e-06
103	5.10000000e+00	7.30484060e-03	-8.70583810e-06
104	5.15000000e+00	-3.62577258e-03	-2.07600084e-05
105	5.20000000e+00	-1.64265921e-02	-1.27759966e-05
106	5.25000000e+00	-2.24569359e-02	-2.28613988e-06
107	5.30000000e+00	-1.72388717e-02	1.04292137e-05
108	5.35000000e+00	-4.20887142e-03	1.74804148e-05
109	5.40000000e+00	8.78458004e-03	8.57899333e-06
110	5.45000000e+00	1.53888637e-02	5.46083737e-06
111	5.50000000e+00	1.40751209e-02	4.21201963e-07
112	5.55000000e+00	7.54153233e-03	-8.60847251e-06
113	5.60000000e+00	-1.10300764e-04	-5.31873664e-06
114	5.65000000e+00	-5.43124118e-03	-4.38365369e-06
115	5.70000000e+00	-6.76608549e-03	-5.55217160e-07
116	5.75000000e+00	-4.72275878e-03	6.38761015e-06
117	5.80000000e+00	-1.24584902e-03	1.06540089e-06
118	5.85000000e+00	1.67500054e-03	2.30260988e-06
119	5.90000000e+00	2.93167327e-03	3.40790411e-06
120	5.95000000e+00	2.62384540e-03	-2.80336433e-06
121	6.00000000e+00	1.42720465e-03	1.27658648e-06
122	6.05000000e+00	7.35890015e-05	-5.92801513e-07
123	6.10000000e+00	-8.18778866e-04	-2.73424260e-06
124	6.15000000e+00	-1.02903206e-03	3.31252837e-06
125	6.20000000e+00	-6.55634905e-04	-1.68711130e-06
126	6.25000000e+00	8.09839758e-06	1.73089449e-07
127	6.30000000e+00	5.44312796e-04	3.38381666e-06
128	6.35000000e+00	7.15847909e-04	-4.44586329e-06
129	6.40000000e+00	4.79793168e-04	5.11956420e-07
130	6.45000000e+00	-3.37857861e-05	-1.89595770e-07
131	6.50000000e+00	-4.77561615e-04	-4.62139608e-06
132	6.55000000e+00	-6.05268464e-04	2.65509722e-06
133	6.60000000e+00	-4.09122603e-04	-4.66376589e-06
134	6.65000000e+00	-4.67930175e-05	-4.43730463e-06
135	6.70000000e+00	2.33071235e-04	1.71926554e-06
136	6.75000000e+00	3.37076281e-04	-9.65739933e-06
137	6.80000000e+00	2.93847133e-04	-3.89330534e-06
138	6.85000000e+00	1.33373265e-04	-5.44436962e-06
139	6.90000000e+00	-3.22950770e-05	-1.63369370e-05
140	6.95000000e+00	-1.27359420e-04	-4.66967978e-06
141	7.00000000e+00	-1.41815070e-04	-1.91590025e-05
142	7.05000000e+00	-7.49142907e-05	-2.48091483e-05
143	7.10000000e+00	-4.51389446e-06	-1.68559614e-05
144	7.15000000e+00	3.60608690e-05	-5.16431729e-05
145	7.20000000e+00	6.31504239e-05	-4.50849550e-05
146	7.25000000e+00	4.78207662e-05	-7.71510770e-05
147	7.30000000e+00	1.82469839e-05	-1.45214894e-04
148	7.35000000e+00	-3.04578044e-06	-2.03538673e-04
149	7.40000000e+00	-2.55169225e-05	-1.51568017e-03
150	7.45000000e+00	-1.84331614e-05	-5.25584650e-03
151	7.50000000e+00	-5.27078611e-06	-9.01805896e-03
152	7.55000000e+00	-2.47316095e-07	-7.94839407e-03
153	7.60000000e+00	1.82373593e-05	2.04507172e-04
154	7.65000000e+00	1.56636661e-05	1.19455194e-02
155	7.70000000e+00	1.99149044e-06	1.96732538e-02
156	7.75000000e+00	-3.14930078e-06	1.77063851e-02
157	7.80000000e+00	-1.69254853e-05	7.19528664e-03
158	7.85000000e+00	-1.19440644e-05	-5.31047436e-03
159	7.90000000e+00	-1.89338821e-06	-1.31897358e-02
160	7.95000000e+00	-4.51831591e-06	-1.37753090e-02
161	8.00000000e+00	7.53172912e-06	-8.70977924e-03
162	8.05000000e+00	8.14755240e-06	-1.63479842e-03
163	8.10000000e+00	7.58733376e-07	4.00818567e-03
164	8.15000000e+00	4.88681098e-06	6.21842490e-03
165	8.20000000e+00	-4.27282792e-06	5.02806988e-03
166	8.25000000e+00	-4.00606349e-06	1.99644659e-03
167	8.30000000e+00	2.16997134e-06	-9.52317271e-04
168	8.35000000e+00	-5.72736784e-06	-2.53939707e-03
169	8.40000000e+00	1.88917634e-06	-2.58530081e-03
170	8.45000000e+00	3.63636695e-06	-1.62894659e-03
171	8.50000000e+00	-3.05289130e-06	-3.69352144e-04
172	8.55000000e+00	4.80286836e-06	5.91876671e-04
173	8.60000000e+00	-8.96572610e-07	9.52827130e-04
174	8.65000000e+00	-1.80242789e-06	7.32011948e-04
175	8.70000000e+00	5.22855055e-06	1.67416950e-04
176	8.75000000e+00	-4.00759222e-06	-3.81175813e-04
177	8.80000000e+00	1.93137162e-06	-6.41522138e-04
178	8.85000000e+00	4.97420323e-06	-5.20333042e-04
179	8.90000000e+00	-2.89251170e-06	-1.01647442e-04
180	8.95000000e+00	6.44098422e-06	3.44962473e-04
181	9.00000000e+00	1.71785145e-06	5.51731792e-04
182	9.05000000e+00	-2.62470612e-07	4.40238660e-04
183	9.10000000e+00	9.54231537e-06	1.31480428e-04
184	9.15000000e+00	-3.27583359e-07	-1.57038226e-04
185	9.20000000e+00	6.51786007e-06	-2.98028955e-04
186	9.25000000e+00	1.17240416e-05	-2.87537248e-04
187	9.30000000e+00	2.22321490e-06	-1.63863498e-04
188	9.35000000e+00	1.70207602e-05	-7.62445664e-06
189	9.40000000e+00	1.31964745e-05	1.03526224e-04
190	9.45000000e+00	1.32223932e-05	1.34588147e-04
191	9.50000000e+00	3.28392481e-05	8.85270507e-05
192	9.55000000e+00	2.12699897e-05	2.08091981e-05
193	9.60000000e+00	4.48922455e-05	-2.68301753e-05
194	9.65000000e+00	6.39663646e-05	-5.21324500e-05
195	9.70000000e+00	6.75483290e-05	-4.76093636e-05
196	9.75000000e+00	1.52981426e-04	-2.50372684e-05
197	9.80000000e+00	1.81571269e-04	-8.83888937e-07
198	9.85000000e+00	8.29413462e-04	1.93790737e-05
199	9.90000000e+00	3.50790834e-03	2.01664413e-05
200	9.95000000e+00	7.18448730e-03	1.01628957e-05
201	1.00000000e+01	7.78858667e-03	8.15432800e-07
202	1.00500000e+01	2.23499020e-03	-1.25223545e-05
203	1.01000000e+01	-7.89151183e-03	-1.49008498e-05
204	1.01500000e+01	-1.64325048e-02	-6.18895495e-06
205	1.02000000e+01	-1.72086820e-02	2.75145280e-06
206	1.02500000e+01	-9.39480984e-03	1.28631141e-05
207	1.03000000e+01	2.05886903e-03	1.16377496e-05
208	1.03500000e+01	1.07086777e-02	4.74291254e-06
209	1.04000000e+01	1.29710946e-02	3.02444736e-06
210	1.04500000e+01	9.43527358e-03	-4.03122285e-06
211	1.05000000e+01	3.15678435e-03	-7.06591206e-06
212	1.05500000e+01	-2.55186108e-03	-4.13947237e-06
213	1.06000000e+01	-5.45199427e-03	-3.68981572e-06
214	1.06500000e+01	-5.09361369e-03	2.35276713e-06
215	1.07000000e+01	-2.60663477e-03	3.42299491e-06
216	1.07500000e+01	2.47533379e-04	-4.51238424e-07
217	1.08000000e+01	2.07425481e-03	2.36855080e-06
218	1.08500000e+01	2.45572787e-03	-5.99878119e-07
219	1.09000000e+01	1.76184116e-03	-2.29365905e-06
220	1.09500000e+01	6.26513471e-04	5.70326894e-07
221	1.10000000e+01	-3.55287928e-04	-3.31210874e-06
222	1.10500000e+01	-8.37575185e-04	-9.03638311e-07
223	1.11000000e+01	-7.64487665e-04	6.95780784e-07
224	1.11500000e+01	-3.05267588e-04	-3.17221405e-06
225	1.12000000e+01	2.21257670e-04	1.24940887e-06
226	1.12500000e+01	5.42157919e-04	-1.34014542e-06
227	1.13000000e+01	5.27394660e-04	-4.53834052e-06
228	1.13500000e+01	2.04837318e-04	1.78260454e-07
229	1.14000000e+01	-2.13411111e-04	-4.47147450e-06
230	1.14500000e+01	-4.74713646e-04	-3.15111140e-06
231	1.15000000e+01	-4.49952724e-04	-1.01319628e-06
232	1.15500000e+01	-1.98311793e-04	-8.28880274e-06
233	1.16000000e+01	8.24085247e-05	-2.95337117e-06
234	1.16500000e+01	2.49940775e-04	-5.06306049e-06
235	1.17000000e+01	2.75178115e-04	-1.17090025e-05
236	1.17500000e+01	1.81614416e-04	-5.46217739e-06
237	1.18000000e+01	4.25773488e-05	-1.49077084e-05
238	1.18500000e+01	-7.33576739e-05	-1.65525137e-05
239	1.19000000e+01	-1.24179023e-04	-1.28768313e-05
240	1.19500000e+01	-9.51786008e-05	-3.12024141e-05
241	1.20000000e+01	-3.52634206e-05	-2.75418191e-05
242	1.20500000e+01	1.38912162e-05	-3.91664581e-05
243	1.21000000e+01	4.46837136e-05	-6.76541175e-05
244	1.21500000e+01	4.50619185e-05	-6.64003274e-05
245	1.22000000e+01	2.85881542e-05	-1.36566863e-04
246	1.22500000e+01	7.11416843e-06	-1.87431669e-04
247	1.23000000e+01	-1.57195595e-05	-4.65632530e-04
248	1.23500000e+01	-1.88806457e-05	-2.20518067e-03
249	1.24000000e+01	-1.16787503e-05	-5.41439527e-03
250	1.24500000e+01	-4.47368477e-06	-7.06892833e-03
251	1.25000000e+01	9.33258947e-06	-3.75403568e-03
252	1.25500000e+01	1.29932534e-05	4.46009529e-03
253	1.26000000e+01	7.83903955e-06	1.30252837e-02
254	1.26500000e+01	1.32932882e-06	1.59203165e-02
255	1.27000000e+01	-1.08736991e-05	1.07599716e-02
256	1.27500000e+01	-1.12394419e-05	7.99689577e-04
257	1.28000000e+01	-4.96741841e-06	-8.09403623e-03
258	1.28500000e+01	-4.03074471e-06	-1.17455746e-02
259	1.29000000e+01	3.38486646e-06	-9.71503568e-03
260	1.29500000e+01	6.20027121e-06	-4.39423144e-03
261	1.30000000e+01	3.91184721e-06	1.13451252e-03
262	1.30500000e+01	5.29062705e-06	4.53260211e-03
263	1.31000000e+01	-1.16442064e-06	4.93357497e-03
264	1.31500000e+01	-2.96804001e-06	3.04772466e-03
265	1.32000000e+01	1.06261009e-06	4.10073955e-04
266	1.32500000e+01	-2.40286124e-06	-1.56845222e-03
267	1.33000000e+01	6.91338655e-07	-2.24501422e-03
268	1.33500000e+01	2.83813146e-06	-1.81668702e-03
269	1.34000000e+01	-5.25056890e-07	-8.41697940e-04
270	1.34500000e+01	3.77071892e-06	1.26110301e-04
271	1.35000000e+01	1.53613653e-06	6.94086014e-04
272	1.35500000e+01	-7.50842705e-07	7.51513428e-04
273	1.36000000e+01	4.06933866e-06	4.11350141e-04
274	1.36500000e+01	-3.84708133e-07	-7.61451745e-05
275	1.37000000e+01	8.79352735e-07	-4.30574655e-04
276	1.37500000e+01	5.06796487e-06	-5.00554568e-04
277	1.38000000e+01	2.19930539e-07	-2.79622171e-04
278	1.38500000e+01	4.50663370e-06	9.57695417e-05
279	1.39000000e+01	4.60117292e-06	3.85470226e-04
280	1.39500000e+01	5.86949103e-07	4.31907839e-04
281	1.40000000e+01	8.12517636e-06	2.50360683e-04
282	1.40500000e+01	4.79991623e-06	-1.36616816e-05
283	1.41000000e+01	4.07855742e-06	-1.98227858e-04
284	1.41500000e+01	1.24026054e-05	-2.50600155e-04
285	1.42000000e+01	6.66060725e-06	-1.93269582e-04
286	1.42500000e+01	1.26210720e-05	-7.09046757e-05
287	1.43000000e+01	1.89715107e-05	4.48167546e-05
288	1.43500000e+01	1.25750297e-05	1.05805258e-04
289	1.44000000e+01	2.82605049e-05	9.98191479e-05
290	1.44500000e+01	3.15021921e-05	4.68045617e-05
291	1.45000000e+01	3.32468563e-05	-3.69099276e-06
292	1.45500000e+01	6.51635024e-05	-3.30982716e-05
293	1.46000000e+01	6.77219490e-05	-4.31776216e-05
294	1.46500000e+01	1.12173713e-04	-3.03168663e-05
295	1.47000000e+01	1.87051108e-04	-1.01276210e-05
296	1.47500000e+01	2.95704466e-04	8.01837441e-06
297	1.48000000e+01	1.31644106e-03	1.88384361e-05
298	1.48500000e+01	3.85771223e-03	1.34249224e-05
299	1.49000000e+01	6.00872439e-03	4.79157400e-06
300	1.49500000e+01	4.48802626e-03	-3.47590274e-06
301	1.50000000e+01	-1.75477252e-03	-1.23653144e-05
302	1.50500000e+01	-9.71987319e-03	-9.30949021e-06
303	1.51000000e+01	-1.40414397e-02	-1.36694393e-06
304	1.51500000e+01	-1.13202174e-02	5.62154294e-06
305	1.52000000e+01	-3.13962356e-03	1.11339952e-05
306	1.52500000e+01	5.50842890e-03	6.46320300e-06
307	1.53000000e+01	1.01904546e-02	2.01745926e-06
308	1.53500000e+01	9.57885670e-03	1.60282569e-07
309	1.54000000e+01	5.31117307e-03	-5.80784867e-06
310	1.54500000e+01	1.65475382e-04	-5.50385135e-06
311	1.55000000e+01	-3.51726199e-03	-3.33795085e-06
312	1.55500000e+01	-4.57846198e-03	-2.15475696e-06
313	1.56000000e+01	-3.30850388e-03	2.67741666e-06
314	1.56500000e+01	-9.81690628e-04	8.29059181e-07
315	1.57000000e+01	1.04218113e-03	-8.71623106e-07
316	1.57500000e+01	1.97040300e-03	1.06062844e-06
317	1.58000000e+01	1.79934796e-03	-2.52564792e-06
318	1.58500000e+01	1.00178098e-03	-1.76777094e-06
319	1.59000000e+01	9.03898426e-05	-9.31279523e-07
320	1.59500000e+01	-5.36147051e-04	-3.74279841e-06
321	1.60000000e+01	-7.02787182e-04	-3.72531224e-07
322	1.60500000e+01	-4.76864722e-04	-1.48309465e-06
323	1.61000000e+01	-5.29281816e-05	-2.88116695e-06
324	1.61500000e+01	3.16566898e-04	3.71117184e-07
325	1.62000000e+01	4.50548055e-04	-3.94152739e-06
326	1.62500000e+01	3.19661575e-04	-3.58432974e-06
327	1.63000000e+01	7.78435805e-06	-1.50722965e-06
328	1.63500000e+01	-2.91542697e-04	-5.74599946e-06
329	1.64000000e+01	-3.94969820e-04	-2.52007497e-06
330	1.64500000e+01	-2.79648104e-04	-4.50928311e-06
331	1.65000000e+01	-5.00465206e-05	-8.22925898e-06
332	1.65500000e+01	1.45828644e-04	-3.42994222e-06
333	1.66000000e+01	2.21534799e-04	-9.41770926e-06
334	1.66500000e+01	1.92321396e-04	-1.08280926e-05
335	1.67000000e+01	9.49428197e-05	-8.82625031e-06
336	1.67500000e+01	-1.78862629e-05	-1.86420001e-05
337	1.68000000e+01	-8.60869240e-05	-1.55914618e-05
338	1.68500000e+01	-9.57428632e-05	-2.08828176e-05
339	1.69000000e+01	-5.79029433e-05	-3.40943548e-05
340	1.69500000e+01	-6.19894291e-06	-3.10320945e-05
341	1.70000000e+01	2.41898458e-05	-5.43524813e-05
342	1.70500000e+01	3.70562920e-05	-7.09156375e-05
343	1.71000000e+01	3.26566493e-05	-8.95027936e-05
344	1.71500000e+01	1.27584075e-05	-1.68485395e-04
345	1.72000000e+01	-3.52873321e-06	-2.29379266e-04
346	1.72500000e+01	-1.45855999e-05	-7.59636463e-04
347	1.73000000e+01	-1.55262927e-05	-2.59699025e-03
348	1.73500000e+01	-5.49188835e-06	-4.81084824e-03
349	1.74000000e+01	1.13731201e-06	-4.59741780e-03
350	1.74500000e+01	8.17852802e-06	-2.13147108e-04
351	1.75000000e+01	1.11226187e-05	6.72795018e-03
352	1.75500000e+01	2.75765583e-06	1.18060730e-02
353	1.76000000e+01	-3.55111721e-06	1.11519810e-02
354	1.76500000e+01	-7.89367709e-06	4.88780389e-03
355	1.77000000e+01	-8.40290104e-06	-3.09758614e-03
356	1.77500000e+01	-1.78384836e-06	-8.42352668e-03
357	1.78000000e+01	1.93525136e-07	-9.06398987e-03
358	1.78500000e+01	2.96389938e-06	-5.89598692e-03
359	1.79000000e+01	6.77210972e-06	-1.29179349e-03
360	1.79500000e+01	3.35897153e-06	2.47658234e-03
361	1.80000000e+01	2.07360877e-06	4.06073727e-03
362	1.80500000e+01	2.28305288e-07	3.39337507e-03
363	1.81000000e+01	-2.23011537e-06	1.44353790e-03
364	1.81500000e+01	1.16706599e-06	-5.30310848e-04
365	1.82000000e+01	4.59210674e-07	-1.64314918e-03
366	1.82500000e+01	4.63394681e-07	-1.71732853e-03
367	1.83000000e+01	3.42146756e-06	-1.10534575e-03
368	1.83500000e+01	1.11486313e-06	-2.78358446e-04
369	1.84000000e+01	2.32077185e-06	3.68876312e-04
370	1.84500000e+01	2.81605135e-06	6.27227327e-04
371	1.85000000e+01	2.92827034e-07	5.07108372e-04
372	1.85500000e+01	2.98565408e-06	1.55958725e-04
373	1.86000000e+01	1.65902577e-06	-2.02903533e-04
374	1.86500000e+01	1.44758402e-06	-3.85712352e-04
375	1.87000000e+01	4.90918925e-06	-3.32087301e-04
376	1.87500000e+01	2.18248533e-06	-8.67931096e-05
377	1.88000000e+01	3.81331273e-06	1.96958968e-04
378	1.88500000e+01	5.05155465e-06	3.43735676e-04
379	1.89000000e+01	2.87504693e-06	2.90235281e-04
380	1.89500000e+01	7.37549643e-06	1.00046572e-04
381	1.90000000e+01	5.96046690e-06	-9.16268389e-05
382	1.90500000e+01	6.17073240e-06	-1.88210088e-04
383	1.91000000e+01	1.17389740e-05	-1.84810385e-04
384	1.91500000e+01	9.07424080e-06	-1.09212806e-04
385	1.92000000e+01	1.45145158e-05	-8.27095838e-06
386	1.92500000e+01	1.82309071e-05	6.52618084e-05
387	1.93000000e+01	1.71504049e-05	8.90033703e-05
388	1.93500000e+01	3.02579728e-05	6.29079330e-05
389	1.94000000e+01	3.21732483e-05	1.67712857e-05
390	1.94500000e+01	4.30082696e-05	-1.55363776e-05
391	1.95000000e+01	6.74115396e-05	-3.18443458e-05
392	1.95500000e+01	7.71421299e-05	-3.08254101e-05
393	1.96000000e+01	1.37521296e-04	-1.59726261e-05
394	1.96500000e+01	1.99433471e-04	-9.24254047e-07
395	1.97000000e+01	4.46840112e-04	1.18436136e-05
396	1.97500000e+01	1.65176803e-03	1.44780701e-05
397	1.98000000e+01	3.63496103e-03	7.17596958e-06
398	1.98500000e+01	4.26474283e-03	1.23485036e-06
399	1.99000000e+01	1.49005996e-03	-6.28534059e-06
400	1.99500000e+01	-4.18922699e-03	-9.83184626e-06
401	2.00000000e+01	-9.43776112e-03	-4.36282339e-06
402	2.00500000e+01	-1.03884020e-02	9.91792535e-07
403	2.01000000e+01	-6.01383466e-03	6.62108494e-06
404	2.01500000e+01	9.80725226e-04	7.63779132e-06
405	2.02000000e+01	6.56447022e-03	2.26400609e-06
406	2.02500000e+01	8.23766259e-03	6.47621385e-07
407	2.03000000e+01	6.14860595e-03	-2.42445410e-06
408	2.03500000e+01	2.20481492e-03	-5.82972451e-06
409	2.04000000e+01	-1.47066551e-03	-3.65292485e-06
410	2.04500000e+01	-3.43017126e-03	-3.10511901e-06
411	2.05000000e+01	-3.31008186e-03	-5.84105733e-07
412	2.05500000e+01	-1.77982004e-03	1.80889743e-06
413	2.06000000e+01	5.78740488e-05	-1.25374372e-06
414	2.06500000e+01	1.28692126e-03	-4.37092532e-07
415	2.07000000e+01	1.57576474e-03	-6.77989905e-07
416	2.07500000e+01	1.15339231e-03	-3.16786264e-06
417	2.08000000e+01	4.33125006e-04	-1.05244824e-06
418	2.08500000e+01	-2.06968021e-04	-2.55855023e-06
419	2.09000000e+01	-5.30091436e-04	-2.93081759e-06
420	2.09500000e+01	-5.05358279e-04	-4.33815988e-07
421	2.10000000e+01	-2.33086810e-04	-3.07464034e-06
422	2.10500000e+01	1.00243240e-04	-1.72296281e-06
423	2.11000000e+01	3.10312603e-04	-1.22986383e-06
424	2.11500000e+01	3.20880496e-04	-4.85529003e-06
425	2.12000000e+01	1.43462972e-04	-2.23220559e-06
426	2.12500000e+01	-1.11877239e-04	-3.46228502e-06
427	2.13000000e+01	-2.81717298e-04	-5.18112694e-06
428	2.13500000e+01	-2.82606916e-04	-2.45551225e-06
429	2.14000000e+01	-1.38156119e-04	-6.83983229e-06
430	2.14500000e+01	4.24944244e-05	-6.32622544e-06
431	2.15000000e+01	1.51459151e-04	-4.89191977e-06
432	2.15500000e+01	1.70385851e-04	-1.10407246e-05
433	2.16000000e+01	1.17598913e-04	-8.84610319e-06
434	2.16500000e+01	2.87332858e-05	-1.20275733e-05
435	2.17000000e+01	-4.37278672e-05	-1.79531046e-05
436	2.17500000e+01	-7.77410259e-05	-1.48896141e-05
437	2.18000000e+01	-6.56080335e-05	-2.57474198e-05
438	2.18500000e+01	-2.46135902e-05	-3.12485378e-05
439	2.19000000e+01	7.05591613e-06	-3.48088038e-05
440	2.19500000e+01	2.54477456e-05	-5.94804804e-05
441	2.20000000e+01	2.94545625e-05	-6.83637423e-05
442	2.20500000e+01	1.70097625e-05	-1.07297367e-04
443	2.21000000e+01	4.57049823e-06	-1.74213087e-04
444	2.21500000e+01	-7.80593128e-06	-2.85668219e-04
445	2.22000000e+01	-1.39902702e-05	-1.00144812e-03
446	2.22500000e+01	-7.34178222e-06	-2.59010068e-03
