Signaux reflechis et transmis pour une structure 
Signal echographique : ser2_25.tam
Milieu incident : eau
Milieu de refraction : eau
Nombre de periodes   1
Couche   1	 : nickel	Epaisseur (mm) : 1.00000000e+00
Epaisseur totale h d'une periode (mm) : 1.00000000e+00
Epaisseur totale H de la plaque (mm) : 1.00000000e+00
Pas frequentiel (MHz) : 9.76562500e-03
Pas temporel (µs) : 5.00000000e-02
Angle d'incidence (degre) : 0.00000000e+00
 



no	temps (µs)	SR	ST
 26	1.25000000e+00	1.83840896e-02	1.28120924e-02
 27	1.30000000e+00	7.74078115e-03	5.28556090e-03
 28	1.35000000e+00	-6.25721492e-03	-5.70623138e-03
 29	1.40000000e+00	-1.45310054e-02	-1.19392045e-02
 30	1.45000000e+00	-1.23479063e-02	-9.26689604e-03
 31	1.50000000e+00	-2.08327200e-03	-5.69546694e-05
 32	1.55000000e+00	8.29240118e-03	8.97319302e-03
 33	1.60000000e+00	1.14579477e-02	1.12914653e-02
 34	1.65000000e+00	5.95626022e-03	5.25908038e-03
 35	1.70000000e+00	-3.67777038e-03	-4.40416358e-03
 36	1.75000000e+00	-1.02225871e-02	-1.04207073e-02
 37	1.80000000e+00	-8.92555234e-03	-8.68173485e-03
 38	1.85000000e+00	-1.11036253e-03	-8.13860565e-04
 39	1.90000000e+00	7.13032995e-03	7.45306027e-03
 40	1.95000000e+00	9.74483018e-03	1.01695055e-02
 41	2.00000000e+00	5.16154922e-03	5.36875423e-03
 42	2.05000000e+00	-3.05626227e-03	-3.20372911e-03
 43	2.10000000e+00	-9.00383247e-03	-9.06112026e-03
 44	2.15000000e+00	-8.27390147e-03	-8.14939464e-03
 45	2.20000000e+00	-1.43180199e-03	-1.47199105e-03
 46	2.25000000e+00	6.16136776e-03	6.08366939e-03
 47	2.30000000e+00	8.94354969e-03	9.09163880e-03
 48	2.35000000e+00	5.22570564e-03	5.37916889e-03
 49	2.40000000e+00	-2.11897350e-03	-2.15490325e-03
 50	2.45000000e+00	-7.78176832e-03	-7.78978234e-03
 51	2.50000000e+00	-7.70121428e-03	-7.56698631e-03
 52	2.55000000e+00	-1.98826516e-03	-1.96809888e-03
 53	2.60000000e+00	4.98369702e-03	4.88150564e-03
 54	2.65000000e+00	8.00188524e-03	8.06867870e-03
 55	2.70000000e+00	5.16637442e-03	5.28261598e-03
 56	2.75000000e+00	-1.22877639e-03	-1.28811701e-03
 57	2.80000000e+00	-6.61279823e-03	-6.63652887e-03
 58	2.85000000e+00	-7.07689592e-03	-6.96482947e-03
 59	2.90000000e+00	-2.34728129e-03	-2.31913157e-03
 60	2.95000000e+00	3.91055031e-03	3.84627033e-03
 61	3.00000000e+00	7.07426624e-03	7.11102114e-03
 62	3.05000000e+00	5.01952808e-03	5.10925723e-03
 63	3.10000000e+00	-5.43765709e-04	-5.81633049e-04
 64	3.15000000e+00	-5.56509904e-03	-5.60577697e-03
 65	3.20000000e+00	-6.45974911e-03	-6.35873738e-03
 66	3.25000000e+00	-2.58642049e-03	-2.55246238e-03
 67	3.30000000e+00	3.03963441e-03	2.95930386e-03
 68	3.35000000e+00	6.18788368e-03	6.22403817e-03
 69	3.40000000e+00	4.78415640e-03	4.87610228e-03
 70	3.45000000e+00	2.28430581e-05	-1.06146006e-05
 71	3.50000000e+00	-4.64551330e-03	-4.68815800e-03
 72	3.55000000e+00	-5.83769717e-03	-5.76620667e-03
 73	3.60000000e+00	-2.73562270e-03	-2.68803094e-03
 74	3.65000000e+00	2.26644495e-03	2.20620730e-03
 75	3.70000000e+00	5.40512471e-03	5.40912086e-03
 76	3.75000000e+00	4.51084400e-03	4.60192878e-03
 77	3.80000000e+00	4.56712448e-04	4.38599655e-04
 78	3.85000000e+00	-3.82089893e-03	-3.87635994e-03
 79	3.90000000e+00	-5.25998465e-03	-5.19179756e-03
 80	3.95000000e+00	-2.79500104e-03	-2.74653412e-03
 81	4.00000000e+00	1.62841810e-03	1.57369056e-03
 82	4.05000000e+00	4.66921550e-03	4.66597188e-03
 83	4.10000000e+00	4.22684711e-03	4.29841581e-03
 84	4.15000000e+00	7.81600491e-04	7.86061832e-04
 85	4.20000000e+00	-3.11476675e-03	-3.16428193e-03
 86	4.25000000e+00	-4.67915637e-03	-4.64264284e-03
 87	4.30000000e+00	-2.79887316e-03	-2.74153670e-03
 88	4.35000000e+00	1.08769268e-03	1.04490406e-03
 89	4.40000000e+00	4.00904443e-03	3.99487303e-03
 90	4.45000000e+00	3.90946359e-03	3.97927158e-03
 91	4.50000000e+00	1.04301458e-03	1.04427257e-03
 92	4.55000000e+00	-2.49768777e-03	-2.54304360e-03
 93	4.60000000e+00	-4.15747145e-03	-4.12453379e-03
 94	4.65000000e+00	-2.73489397e-03	-2.68674656e-03
 95	4.70000000e+00	6.37753725e-04	6.10577190e-04
 96	4.75000000e+00	3.41311050e-03	3.39057794e-03
 97	4.80000000e+00	3.60076937e-03	3.65333484e-03
 98	4.85000000e+00	1.20888751e-03	1.22876177e-03
 99	4.90000000e+00	-1.96027648e-03	-2.00647674e-03
100	4.95000000e+00	-3.65838895e-03	-3.63865841e-03
101	5.00000000e+00	-2.64667169e-03	-2.59429774e-03
102	5.05000000e+00	2.85128911e-04	2.56841129e-04
103	5.10000000e+00	2.87352926e-03	2.85256621e-03
104	5.15000000e+00	3.27920196e-03	3.32717473e-03
105	5.20000000e+00	1.33446923e-03	1.35146656e-03
106	5.25000000e+00	-1.50923282e-03	-1.54523723e-03
107	5.30000000e+00	-3.19519037e-03	-3.18948482e-03
108	5.35000000e+00	-2.52105487e-03	-2.47290421e-03
109	5.40000000e+00	-1.66005359e-05	-2.59512521e-05
110	5.45000000e+00	2.40835420e-03	2.37550432e-03
111	5.50000000e+00	2.97083998e-03	3.00857331e-03
112	5.55000000e+00	1.39536947e-03	1.42174831e-03
113	5.60000000e+00	-1.11661507e-03	-1.15279241e-03
114	5.65000000e+00	-2.77977015e-03	-2.77511971e-03
115	5.70000000e+00	-2.37367337e-03	-2.33234811e-03
116	5.75000000e+00	-2.39134145e-04	-2.47662018e-04
117	5.80000000e+00	1.98060462e-03	1.95593985e-03
118	5.85000000e+00	2.67593601e-03	2.70044873e-03
119	5.90000000e+00	1.42286351e-03	1.45129092e-03
120	5.95000000e+00	-7.97385088e-04	-8.22212826e-04
121	6.00000000e+00	-2.38701122e-03	-2.39741323e-03
122	6.05000000e+00	-2.21819100e-03	-2.17768488e-03
123	6.10000000e+00	-4.18726479e-04	-4.18184063e-04
124	6.15000000e+00	1.61901550e-03	1.58973093e-03
125	6.20000000e+00	2.38472050e-03	2.40768537e-03
126	6.25000000e+00	1.42230113e-03	1.44622938e-03
127	6.30000000e+00	-5.24250434e-04	-5.45803219e-04
128	6.35000000e+00	-2.04915773e-03	-2.05522847e-03
129	6.40000000e+00	-2.04512518e-03	-2.01584867e-03
130	6.45000000e+00	-5.49633447e-04	-5.43550345e-04
131	6.50000000e+00	1.29686646e-03	1.27134478e-03
132	6.55000000e+00	2.12169274e-03	2.13177216e-03
133	6.60000000e+00	1.38438463e-03	1.41557108e-03
134	6.65000000e+00	-3.00948894e-04	-3.18387340e-04
135	6.70000000e+00	-1.73191550e-03	-1.74681051e-03
136	6.75000000e+00	-1.88120243e-03	-1.85102068e-03
137	6.80000000e+00	-6.38336884e-04	-6.32736070e-04
138	6.85000000e+00	1.02011899e-03	9.98157856e-04
139	6.90000000e+00	1.86544147e-03	1.87434699e-03
140	6.95000000e+00	1.34199495e-03	1.36433512e-03
141	7.00000000e+00	-1.24032935e-04	-1.32723960e-04
142	7.05000000e+00	-1.45629191e-03	-1.47193886e-03
143	7.10000000e+00	-1.70706542e-03	-1.68653990e-03
144	7.15000000e+00	-7.05703071e-04	-6.90628721e-04
145	7.20000000e+00	7.87470682e-04	7.64110990e-04
146	7.25000000e+00	1.63576911e-03	1.63713232e-03
147	7.30000000e+00	1.27143893e-03	1.29791448e-03
148	7.35000000e+00	2.44237048e-05	1.55414026e-05
149	7.40000000e+00	-1.21322760e-03	-1.22706013e-03
150	7.45000000e+00	-1.54284814e-03	-1.52616383e-03
151	7.50000000e+00	-7.33565517e-04	-7.23353868e-04
152	7.55000000e+00	5.80041040e-04	5.66311346e-04
153	7.60000000e+00	1.42214872e-03	1.41919246e-03
154	7.65000000e+00	1.20129494e-03	1.22161425e-03
155	7.70000000e+00	1.32320687e-04	1.31951103e-04
156	7.75000000e+00	-9.93119722e-04	-1.01191078e-03
157	7.80000000e+00	-1.38460029e-03	-1.37084752e-03
158	7.85000000e+00	-7.51320520e-04	-7.35816407e-04
159	7.90000000e+00	4.17054502e-04	4.00244700e-04
160	7.95000000e+00	1.22410453e-03	1.22166755e-03
161	8.00000000e+00	1.12012354e-03	1.13769183e-03
162	8.05000000e+00	2.22360120e-04	2.21278248e-04
163	8.10000000e+00	-8.11386468e-04	-8.23211821e-04
164	8.15000000e+00	-1.22978202e-03	-1.22356831e-03
165	8.20000000e+00	-7.45228421e-04	-7.31311762e-04
166	8.25000000e+00	2.71504137e-04	2.62085466e-04
167	8.30000000e+00	1.05237159e-03	1.04306779e-03
168	8.35000000e+00	1.03256139e-03	1.05074296e-03
169	8.40000000e+00	2.84012629e-04	2.86886489e-04
170	8.45000000e+00	-6.42452204e-04	-6.59137826e-04
171	8.50000000e+00	-1.09202087e-03	-1.08450873e-03
172	8.55000000e+00	-7.27310421e-04	-7.14737142e-04
173	8.60000000e+00	1.57527277e-04	1.49221075e-04
174	8.65000000e+00	8.89305360e-04	8.83192439e-04
175	8.70000000e+00	9.52024370e-04	9.61913622e-04
176	8.75000000e+00	3.27562104e-04	3.33474944e-04
177	8.80000000e+00	-5.06625946e-04	-5.17969065e-04
178	8.85000000e+00	-9.54504232e-04	-9.54785094e-04
179	8.90000000e+00	-7.02977787e-04	-6.87807152e-04
180	8.95000000e+00	6.37387685e-05	5.71937760e-05
181	9.00000000e+00	7.51447042e-04	7.41196241e-04
182	9.05000000e+00	8.61231919e-04	8.73997972e-04
183	9.10000000e+00	3.59200098e-04	3.63265940e-04
184	9.15000000e+00	-3.86166687e-04	-3.96597081e-04
185	9.20000000e+00	-8.35833184e-04	-8.35069816e-04
186	9.25000000e+00	-6.63081056e-04	-6.54052463e-04
187	9.30000000e+00	-1.46235520e-05	-1.55767009e-05
188	9.35000000e+00	6.24176432e-04	6.15307291e-04
189	9.40000000e+00	7.82902800e-04	7.88451583e-04
190	9.45000000e+00	3.71252721e-04	3.79990946e-04
191	9.50000000e+00	-2.83575803e-04	-2.94259197e-04
192	9.55000000e+00	-7.22724214e-04	-7.24804054e-04
193	9.60000000e+00	-6.27638127e-04	-6.15223578e-04
194	9.65000000e+00	-6.87637060e-05	-7.27065989e-05
195	9.70000000e+00	5.13240986e-04	5.05353221e-04
196	9.75000000e+00	6.99883304e-04	7.05817160e-04
197	9.80000000e+00	3.80640689e-04	3.85829615e-04
198	9.85000000e+00	-2.02668860e-04	-2.07748082e-04
199	9.90000000e+00	-6.20277444e-04	-6.24956124e-04
200	9.95000000e+00	-5.80651974e-04	-5.72941491e-04
201	1.00000000e+01	-1.18549206e-04	-1.16088989e-04
202	1.00500000e+01	4.19385689e-04	4.09130729e-04
203	1.01000000e+01	6.24071402e-04	6.28025794e-04
204	1.01500000e+01	3.74710652e-04	3.82782499e-04
205	1.02000000e+01	-1.27819720e-04	-1.36049195e-04
206	1.02500000e+01	-5.31576072e-04	-5.34239279e-04
207	1.03000000e+01	-5.36691807e-04	-5.29383011e-04
208	1.03500000e+01	-1.47918523e-04	-1.47738082e-04
209	1.04000000e+01	3.31865121e-04	3.26173325e-04
210	1.04500000e+01	5.54880451e-04	5.54478148e-04
211	1.05000000e+01	3.66643814e-04	3.73391595e-04
212	1.05500000e+01	-7.49589175e-05	-7.72011144e-05
213	1.06000000e+01	-4.45904231e-04	-4.53078660e-04
214	1.06500000e+01	-4.91531066e-04	-4.84715620e-04
215	1.07000000e+01	-1.72718762e-04	-1.70186062e-04
216	1.07500000e+01	2.63360766e-04	2.54913953e-04
217	1.08000000e+01	4.84215055e-04	4.86572007e-04
218	1.08500000e+01	3.53301088e-04	3.58427099e-04
219	1.09000000e+01	-2.55070774e-05	-2.92390650e-05
220	1.09500000e+01	-3.77255233e-04	-3.80726456e-04
221	1.10000000e+01	-4.43416092e-04	-4.40895695e-04
222	1.10500000e+01	-1.87887606e-04	-1.84083514e-04
223	1.11000000e+01	1.98928103e-04	1.94026326e-04
224	1.11500000e+01	4.27088320e-04	4.23877072e-04
225	1.12000000e+01	3.33019986e-04	3.40140537e-04
226	1.12500000e+01	1.05987652e-05	8.52603495e-06
227	1.13000000e+01	-3.10241654e-04	-3.16463167e-04
228	1.13500000e+01	-4.03082599e-04	-3.97947545e-04
229	1.14000000e+01	-1.93369161e-04	-1.91930197e-04
230	1.14500000e+01	1.47944809e-04	1.42977313e-04
231	1.15000000e+01	3.66876485e-04	3.66493218e-04
232	1.15500000e+01	3.16009377e-04	3.19029331e-04
233	1.16000000e+01	3.79225661e-05	3.84542927e-05
234	1.16500000e+01	-2.55159134e-04	-2.60332444e-04
235	1.17000000e+01	-3.57000885e-04	-3.56710878e-04
236	1.17500000e+01	-1.99659826e-04	-1.94187508e-04
237	1.18000000e+01	1.04793611e-04	9.98814453e-05
238	1.18500000e+01	3.17909766e-04	3.14846284e-04
239	1.19000000e+01	2.90851674e-04	2.96314633e-04
240	1.19500000e+01	6.26603480e-05	6.08075781e-05
241	1.20000000e+01	-2.07105067e-04	-2.10892080e-04
242	1.20500000e+01	-3.19525083e-04	-3.17786255e-04
243	1.21000000e+01	-1.93814845e-04	-1.92335941e-04
244	1.21500000e+01	6.61177657e-05	6.45473090e-05
245	1.22000000e+01	2.71467019e-04	2.67923007e-04
246	1.22500000e+01	2.70636524e-04	2.72980040e-04
247	1.23000000e+01	7.47521094e-05	7.73204839e-05
248	1.23500000e+01	-1.62563219e-04	-1.68419751e-04
249	1.24000000e+01	-2.81015579e-04	-2.80858453e-04
250	1.24500000e+01	-1.91552861e-04	-1.87401348e-04
251	1.25000000e+01	3.94359860e-05	3.54570714e-05
252	1.25500000e+01	2.28081830e-04	2.26453941e-04
253	1.26000000e+01	2.46806332e-04	2.49105737e-04
254	1.26500000e+01	8.93379991e-05	8.88140126e-05
255	1.27000000e+01	-1.29665327e-04	-1.31681846e-04
256	1.27500000e+01	-2.45417174e-04	-2.46935790e-04
257	1.28000000e+01	-1.82270172e-04	-1.79641558e-04
258	1.28500000e+01	1.23159459e-05	1.20098079e-05
259	1.29000000e+01	1.94402316e-04	1.89341774e-04
260	1.29500000e+01	2.23329761e-04	2.25931373e-04
261	1.30000000e+01	9.39296872e-05	9.58495544e-05
262	1.30500000e+01	-9.55619782e-05	-1.00345700e-04
263	1.31000000e+01	-2.15725940e-04	-2.15309649e-04
264	1.31500000e+01	-1.72215678e-04	-1.70551388e-04
265	1.32000000e+01	-4.61373622e-06	-6.39802917e-06
266	1.32500000e+01	1.58141592e-04	1.56768866e-04
267	1.33000000e+01	2.03473603e-04	2.03111839e-04
268	1.33500000e+01	9.81128600e-05	9.98466211e-05
269	1.34000000e+01	-7.20531267e-05	-7.40288658e-05
270	1.34500000e+01	-1.83385602e-04	-1.86562084e-04
271	1.35000000e+01	-1.63346059e-04	-1.59829844e-04
272	1.35500000e+01	-2.03628155e-05	-2.09827214e-05
273	1.36000000e+01	1.32588470e-04	1.28377864e-04
274	1.36500000e+01	1.79513650e-04	1.81477337e-04
275	1.37000000e+01	1.00298685e-04	1.00648332e-04
276	1.37500000e+01	-4.94990972e-05	-5.16799885e-05
277	1.38000000e+01	-1.60000473e-04	-1.60468001e-04
278	1.38500000e+01	-1.48456762e-04	-1.48605243e-04
279	1.39000000e+01	-3.23244961e-05	-3.16745329e-05
280	1.39500000e+01	1.05770276e-04	1.03422791e-04
281	1.40000000e+01	1.62310660e-04	1.61040482e-04
282	1.40500000e+01	9.66618941e-05	9.96016270e-05
283	1.41000000e+01	-3.08971188e-05	-3.35282586e-05
284	1.41500000e+01	-1.34213723e-04	-1.36760825e-04
285	1.42000000e+01	-1.39646446e-04	-1.36934133e-04
286	1.42500000e+01	-3.84716788e-05	-3.97018940e-05
287	1.43000000e+01	8.42332066e-05	8.22734161e-05
288	1.43500000e+01	1.41516228e-04	1.41754661e-04
289	1.44000000e+01	9.70440132e-05	9.67028864e-05
290	1.44500000e+01	-1.83283822e-05	-1.83726436e-05
291	1.45000000e+01	-1.13734844e-04	-1.15854520e-04
292	1.45500000e+01	-1.24956234e-04	-1.25037185e-04
293	1.46000000e+01	-4.67739139e-05	-4.50776216e-05
294	1.46500000e+01	6.72675440e-05	6.38104546e-05
295	1.47000000e+01	1.24797059e-04	1.24191861e-04
296	1.47500000e+01	9.01507496e-05	9.24858774e-05
297	1.48000000e+01	-3.76554469e-06	-6.32181031e-06
298	1.48500000e+01	-9.57800625e-05	-9.69272685e-05
299	1.49000000e+01	-1.14186335e-04	-1.13610952e-04
300	1.49500000e+01	-4.77214656e-05	-4.84108707e-05
301	1.50000000e+01	4.87477309e-05	4.83932791e-05
302	1.50500000e+01	1.09535824e-04	1.07748800e-04
303	1.51000000e+01	8.71560086e-05	8.75804540e-05
304	1.51500000e+01	2.68078692e-06	3.22161453e-06
305	1.52000000e+01	-7.72716200e-05	-8.04910436e-05
306	1.52500000e+01	-1.02951213e-04	-1.02148495e-04
307	1.53000000e+01	-5.13015022e-05	-5.02536384e-05
308	1.53500000e+01	3.84248019e-05	3.53258600e-05
309	1.54000000e+01	9.29661146e-05	9.30523198e-05
310	1.54500000e+01	8.13214200e-05	8.17254742e-05
311	1.55000000e+01	1.19201173e-05	1.07716140e-05
312	1.55500000e+01	-6.55303144e-05	-6.59430302e-05
313	1.56000000e+01	-9.01141039e-05	-9.15126619e-05
314	1.56500000e+01	-5.10709598e-05	-5.04729548e-05
315	1.57000000e+01	2.46879726e-05	2.43385369e-05
316	1.57500000e+01	8.21706639e-05	7.96250240e-05
317	1.58000000e+01	7.44101388e-05	7.58553429e-05
318	1.58500000e+01	1.65735494e-05	1.61948800e-05
319	1.59000000e+01	-5.05278983e-05	-5.32593130e-05
320	1.59500000e+01	-8.23697765e-05	-8.12441170e-05
321	1.60000000e+01	-4.96434532e-05	-4.99523505e-05
322	1.60500000e+01	1.69529760e-05	1.55193006e-05
323	1.61000000e+01	6.78004566e-05	6.75680270e-05
324	1.61500000e+01	7.05607365e-05	6.95379288e-05
325	1.62000000e+01	1.98344860e-05	2.04092988e-05
326	1.62500000e+01	-4.14379148e-05	-4.24673054e-05
327	1.63000000e+01	-6.98525527e-05	-7.16777680e-05
328	1.63500000e+01	-4.99120482e-05	-4.83637117e-05
329	1.64000000e+01	9.40451058e-06	8.02833313e-06
330	1.64500000e+01	5.88270743e-05	5.69911390e-05
331	1.65000000e+01	6.18856834e-05	6.33347292e-05
332	1.65500000e+01	2.42797908e-05	2.30413833e-05
333	1.66000000e+01	-3.17640800e-05	-3.29491971e-05
334	1.66500000e+01	-6.30034474e-05	-6.29337278e-05
335	1.67000000e+01	-4.54054974e-05	-4.63074456e-05
336	1.67500000e+01	1.96581953e-06	2.30968931e-06
337	1.68000000e+01	4.87999539e-05	4.73823008e-05
338	1.68500000e+01	5.83656264e-05	5.72960061e-05
339	1.69000000e+01	2.34613619e-05	2.47749816e-05
340	1.69500000e+01	-2.31953445e-05	-2.51399903e-05
341	1.70000000e+01	-5.37587660e-05	-5.46365124e-05
342	1.70500000e+01	-4.49664116e-05	-4.38290267e-05
343	1.71000000e+01	-5.07705889e-07	-2.40441367e-06
344	1.71500000e+01	3.97075355e-05	3.92185297e-05
345	1.72000000e+01	5.11083302e-05	5.12710213e-05
346	1.72500000e+01	2.67025507e-05	2.56392953e-05
347	1.73000000e+01	-1.84355250e-05	-1.83394448e-05
348	1.73500000e+01	-4.59383727e-05	-4.73803391e-05
349	1.74000000e+01	-4.05490473e-05	-4.08993301e-05
350	1.74500000e+01	-6.76746235e-06	-5.97365027e-06
351	1.75000000e+01	3.41040610e-05	3.18684556e-05
352	1.75500000e+01	4.58708198e-05	4.58137899e-05
353	1.76000000e+01	2.50799536e-05	2.56637624e-05
354	1.76500000e+01	-1.06997597e-05	-1.27706475e-05
355	1.77000000e+01	-4.07351525e-05	-4.05354377e-05
356	1.77500000e+01	-3.78995799e-05	-3.80480339e-05
357	1.78000000e+01	-7.36907427e-06	-8.56058715e-06
358	1.78500000e+01	2.55482592e-05	2.56212966e-05
359	1.79000000e+01	4.16736378e-05	4.03881938e-05
360	1.79500000e+01	2.53108645e-05	2.53990346e-05
361	1.80000000e+01	-8.32589722e-06	-8.20600853e-06
362	1.80500000e+01	-3.23758739e-05	-3.45555638e-05
363	1.81000000e+01	-3.54386639e-05	-3.48459725e-05
364	1.81500000e+01	-1.05796808e-05	-1.06177241e-05
365	1.82000000e+01	2.21588609e-05	2.02696182e-05
366	1.82500000e+01	3.49530205e-05	3.55550341e-05
367	1.83000000e+01	2.51026358e-05	2.44240519e-05
368	1.83500000e+01	-3.31267852e-06	-4.33855329e-06
369	1.84000000e+01	-2.93899106e-05	-2.91870080e-05
370	1.84500000e+01	-3.06431026e-05	-3.18591569e-05
371	1.85000000e+01	-1.19542477e-05	-1.17603251e-05
372	1.85500000e+01	1.60067951e-05	1.55589951e-05
373	1.86000000e+01	3.27365830e-05	3.10044266e-05
374	1.86500000e+01	2.24238368e-05	2.33915105e-05
375	1.87000000e+01	-7.21883428e-07	-1.46217871e-06
376	1.87500000e+01	-2.28073192e-05	-2.43168737e-05
377	1.88000000e+01	-2.95893630e-05	-2.88166319e-05
378	1.88500000e+01	-1.15474564e-05	-1.26693279e-05
379	1.89000000e+01	1.24401146e-05	1.17944691e-05
380	1.89500000e+01	2.65954306e-05	2.67911373e-05
381	1.90000000e+01	2.32615956e-05	2.20002374e-05
382	1.90500000e+01	8.21033568e-07	1.03682487e-06
383	1.91000000e+01	-1.94835127e-05	-2.02511215e-05
384	1.91500000e+01	-2.47177957e-05	-2.58554587e-05
385	1.92000000e+01	-1.39243172e-05	-1.29641765e-05
386	1.92500000e+01	9.77354595e-06	8.39961932e-06
387	1.93000000e+01	2.40890912e-05	2.31373247e-05
388	1.93500000e+01	1.96927634e-05	2.04658374e-05
389	1.94000000e+01	4.18147956e-06	2.78373512e-06
390	1.94500000e+01	-1.61745659e-05	-1.64336808e-05
391	1.95000000e+01	-2.31367873e-05	-2.31768824e-05
392	1.95500000e+01	-1.17568176e-05	-1.29943232e-05
393	1.96000000e+01	5.43927597e-06	5.77267615e-06
394	1.96500000e+01	2.05514742e-05	1.96095471e-05
395	1.97000000e+01	1.96705110e-05	1.89822239e-05
396	1.97500000e+01	3.50807550e-06	4.16281936e-06
397	1.98000000e+01	-1.16705670e-05	-1.33532367e-05
398	1.98500000e+01	-2.01571626e-05	-2.04340018e-05
399	1.99000000e+01	-1.33634390e-05	-1.28431931e-05
400	1.99500000e+01	5.08388737e-06	3.52027317e-06
401	2.00000000e+01	1.66132276e-05	1.66965135e-05
402	2.00500000e+01	1.75844094e-05	1.72417523e-05
403	2.01000000e+01	6.24311245e-06	5.18402383e-06
404	2.01500000e+01	-1.09859877e-05	-1.05577979e-05
405	2.02000000e+01	-1.69930793e-05	-1.81046455e-05
406	2.02500000e+01	-1.19151804e-05	-1.22991766e-05
407	2.03000000e+01	1.38217584e-06	1.67065058e-06
408	2.03500000e+01	1.55631809e-05	1.39322478e-05
409	2.04000000e+01	1.54780936e-05	1.57660933e-05
410	2.04500000e+01	5.73267401e-06	5.73699230e-06
411	2.05000000e+01	-6.62448854e-06	-8.19077302e-06
412	2.05500000e+01	-1.61854325e-05	-1.57731775e-05
413	2.06000000e+01	-1.12557415e-05	-1.18595889e-05
414	2.06500000e+01	1.13166806e-06	3.22967865e-07
415	2.07000000e+01	1.12116556e-05	1.15644532e-05
416	2.07500000e+01	1.53609215e-05	1.41111711e-05
417	2.08000000e+01	6.31688423e-06	6.24347924e-06
418	2.08500000e+01	-6.26194319e-06	-6.28513589e-06
419	2.09000000e+01	-1.22979190e-05	-1.37217227e-05
420	2.09500000e+01	-1.16448606e-05	-1.10768345e-05
421	2.10000000e+01	-3.68445678e-07	-9.24523601e-07
422	2.10500000e+01	1.08277266e-05	9.54221726e-06
423	2.11000000e+01	1.19955461e-05	1.26378973e-05
424	2.11500000e+01	7.19754834e-06	6.30856386e-06
425	2.12000000e+01	-3.93681719e-06	-4.49490299e-06
426	2.12500000e+01	-1.20544873e-05	-1.18845334e-05
427	2.13000000e+01	-9.13850783e-06	-1.03938552e-05
428	2.13500000e+01	-1.91235432e-06	-1.67803817e-06
429	2.14000000e+01	7.97002044e-06	7.63474459e-06
430	2.14500000e+01	1.24421941e-05	1.12465295e-05
431	2.15000000e+01	5.76122514e-06	6.37711022e-06
432	2.15500000e+01	-2.28427532e-06	-3.23131627e-06
433	2.16000000e+01	-9.30137904e-06	-1.00963778e-05
434	2.16500000e+01	-1.02444700e-05	-9.62002691e-06
435	2.17000000e+01	-1.19356076e-06	-2.39304063e-06
436	2.17500000e+01	6.45449674e-06	6.19209101e-06
437	2.18000000e+01	9.82060211e-06	9.82541769e-06
438	2.18500000e+01	7.37204636e-06	6.23676985e-06
439	2.19000000e+01	-2.39656978e-06	-1.99840346e-06
440	2.19500000e+01	-8.00962499e-06	-8.68523066e-06
441	2.20000000e+01	-7.86162213e-06	-8.75862530e-06
442	2.20500000e+01	-3.39820865e-06	-2.82781968e-06
443	2.21000000e+01	5.91265439e-06	4.75342686e-06
444	2.21500000e+01	9.02176083e-06	8.70094091e-06
445	2.22000000e+01	5.59937444e-06	5.96107214e-06
446	2.22500000e+01	2.50813605e-07	-1.11578533e-06
