Freq (Hz)	ref(Pa^2 rms)	mic1(Pa^2 rms)	mic2(Pa^2 rms)
1018.0000000000000000	0.8652565293481995	0.0094456538131408	0.0095510478905846
1019.0000000000000000	0.8634145135709742	0.0093126091650149	0.0093661748494842
1020.0000000000000000	0.8640200576866363	0.0094642906716653	0.0092927664702290
1021.0000000000000000	0.8636716315514189	0.0110333650520679	0.0109195914131817
1022.0000000000000000	0.8688814678783865	0.0113908533222452	0.0112963383411815
1023.0000000000000000	0.8750465171006709	0.0109884644787359	0.0108699270056422
1024.0000000000000000	0.8819541556331154	0.0125417488173034	0.0125602011115539
1025.0000000000000000	0.8878505732424516	0.0109976453324814	0.0110330763745572
1026.0000000000000000	0.8945356627922598	0.0113558919244959	0.0115025622105812
1027.0000000000000000	0.8975681298828778	0.0110269669208492	0.0110668119844996
1028.0000000000000000	0.8976031102906303	0.0113669405408565	0.0114136948317447
1029.0000000000000000	0.8965097641744940	0.0135009170545031	0.0136571316174080
1030.0000000000000000	0.8930829007669858	0.0127786465783065	0.0130463758842363
1031.0000000000000000	0.8902758193628028	0.0133697720780317	0.0137688625795107
1032.0000000000000000	0.8874989286585135	0.0121046741711033	0.0124728218927763
1033.0000000000000000	0.8865355618958043	0.0119049822737047	0.0121554153628132
1034.0000000000000000	0.8884983931721345	0.0131578960360270	0.0134274536820656
1035.0000000000000000	0.8928321145478083	0.0137191217788049	0.0141170656496390
1036.0000000000000000	0.8989591341816265	0.0133249619879785	0.0137502593973291
1037.0000000000000000	0.9060612551945878	0.0146611701473977	0.0150997150065058
1038.0000000000000000	0.9123722368559924	0.0151236380621586	0.0158176309229097
1039.0000000000000000	0.9185212738336560	0.0150205919576153	0.0155669100506425
1040.0000000000000000	0.9218740968329648	0.0159120075632549	0.0164880535788401
1041.0000000000000000	0.9218266597760030	0.0147393968306625	0.0153577518227647
1042.0000000000000000	0.9198784353390487	0.0145043299739442	0.0149214346151550
1043.0000000000000000	0.9171627146641054	0.0137638028176138	0.0141626643026509
1044.0000000000000000	0.9137034276550378	0.0131808973634302	0.0135449244341652
