Freq (Hz)	Coh_mic1/ref	Coh_mic2/ref
549.9999999999999990	0.2902806706298454	0.2595794733343861
550.9999999999999990	0.4128227033294899	0.3817763764983543
551.9999999999999990	0.7783107753373540	0.7629267243641873
552.9999999999999990	0.4429050809031155	0.4545595914707983
553.9999999999999990	0.5166247827214315	0.4880655160593463
554.9999999999999990	0.6034595464967257	0.6029705793810237
555.9999999999999990	0.2140496650794470	0.2213039368741300
556.9999999999999990	0.5577917347661322	0.5363687556548995
557.9999999999999990	0.3493988868724499	0.3454587035799460
558.9999999999999990	0.7003203776694032	0.6920254052831658
559.9999999999999990	0.6181235779180619	0.6300849203772834
560.9999999999999990	0.0392652013304147	0.0593064082272274
561.9999999999999990	0.3575758145258852	0.3439405442132872
562.9999999999999990	0.2430417069778978	0.2571018771681023
563.9999999999999990	0.0386676945351625	0.0270605118210738
564.9999999999999990	0.4550463797444164	0.4569679619374682
565.9999999999999990	0.3456066566974693	0.3630887017822032
566.9999999999999990	0.0949099179590969	0.0823495835489514
567.9999999999999990	0.3565113205180381	0.3524934071690397
568.9999999999999990	0.2506705697527465	0.2644365512439635
569.9999999999999990	0.0945077876956066	0.0724127936357647
570.9999999999999990	0.3128956149430598	0.3144669096850716
571.9999999999999990	0.0990889141970400	0.1289610116763967
572.9999999999999990	0.2060533058353161	0.1494157896665711
573.9999999999999990	0.3356467534834999	0.3342623889156715
574.9999999999999990	0.0977579622013710	0.1255159831377576
575.9999999999999990	0.2302211319905117	0.2028679830153566
576.9999999999999990	0.4241052100020711	0.4153903375711291
577.9999999999999990	0.0834830253627508	0.0959568620970131
578.9999999999999990	0.1960621805968030	0.1749274917709639
579.9999999999999990	0.3157121754979770	0.2847355375779901
580.9999999999999990	0.7992981262505003	0.7766249376146418
581.9999999999999990	0.6111282301829210	0.5953470272378433
582.9999999999999990	0.3928007925277914	0.3402126284683141
583.9999999999999990	0.7448674309754150	0.7251435705401567
584.9999999999999990	0.2823998175276539	0.3064571992513656
585.9999999999999990	0.2301225242575818	0.1867371374096697
586.9999999999999990	0.5982710985190688	0.5835481519156644
587.9999999999999990	0.1666206791907450	0.1614280362953099
588.9999999999999990	0.4247495144549656	0.3844126940497343
589.9999999999999990	0.6268295808584243	0.6140886339983548
590.9999999999999990	0.2948104993888308	0.3326037722707799
591.9999999999999990	0.5821814608060110	0.5051781736403731
592.9999999999999990	0.8241204610990926	0.8032013364245474
593.9999999999999990	0.3516755118942180	0.2897661883808414
594.9999999999999990	0.7956646893394055	0.7611527554420230
595.9999999999999990	0.8539430789649280	0.8336850857263611
596.9999999999999990	0.5316356611073011	0.4844093468296483
597.9999999999999990	0.8461538363557547	0.8323184156865591
598.9999999999999990	0.6937661840340510	0.6710195864476325
599.9999999999999990	0.7710801427096053	0.7350053935056484
600.9999999999999990	0.8231571805417522	0.8192857947086530
601.9999999999999990	0.5252440046206535	0.5216128240682796
602.9999999999999990	0.7719373916775307	0.7625509827404973
603.9999999999999990	0.7365195510398190	0.7387048237109149
604.9999999999999990	0.3595194217965385	0.3728891453901390
605.9999999999999990	0.6779567092277323	0.6510823976157942
606.9999999999999990	0.6049166032645288	0.5978080935118554
607.9999999999999990	0.5637917646227268	0.5652105559179404
608.9999999999999990	0.7627200228382812	0.7136424637933414
609.9999999999999990	0.8346545275438002	0.7930474066064552
610.9999999999999990	0.8265619287325107	0.8166472257948671
611.9999999999999990	0.8894246629171910	0.8797935316620304
612.9999999999999990	0.8647256494299249	0.8572996670587398
613.9999999999999990	0.8396981780815144	0.8215797810660870
614.9999999999999990	0.9304603814940715	0.9242689645754073
615.9999999999999990	0.8845309246922035	0.8631703505839544
616.9999999999999990	0.8905775714599410	0.8834729979198694
617.9999999999999990	0.8972035374668049	0.8859283006141397
618.9999999999999990	0.8720645512804944	0.8659793076370627
619.9999999999999990	0.9370836986891709	0.9323687466599903
620.9999999999999990	0.9577515523794701	0.9529148526408286
621.9999999999999990	0.8208332493969159	0.8051360694674698
622.9999999999999990	0.6287202574063525	0.5965588171126792
623.9999999999999990	0.7925750744176034	0.7785776170557993
624.9999999999999990	0.9423273180095902	0.9408745796885015
625.9999999999999990	0.7061098264634700	0.7124284258008839
626.9999999999999990	0.5050801569613073	0.4718775037471598
627.9999999999999990	0.9123529427609788	0.9013290816616356
628.9999999999999990	0.6095071869884260	0.5925931825921952
629.9999999999999990	0.4099172428881102	0.3505392399094481
630.9999999999999990	0.7440883925145860	0.7250968213333573
631.9999999999999990	0.8089284485679916	0.7915173976648190
632.9999999999999990	0.7305548634880445	0.7080610281637562
633.9999999999999990	0.8166413130003772	0.8004645644755944
634.9999999999999990	0.8467459656338848	0.8427182840907297
635.9999999999999990	0.5755312127949346	0.5204153009706762
636.9999999999999990	0.5957123124972740	0.5571888155742841
637.9999999999999990	0.7485430723500225	0.7442763516741732
638.9999999999999990	0.8787558739999335	0.8755667487526124
639.9999999999999990	0.6415809189539605	0.6329171229309182
640.9999999999999990	0.8118801330386193	0.8009666008568471
641.9999999999999990	0.8783021811803073	0.8689158043364630
642.9999999999999990	0.5520358940894076	0.5293208535725867
643.9999999999999990	0.6006940569860572	0.5580025078879616
644.9999999999999990	0.7539238457020107	0.7528810740401182
645.9999999999999990	0.6623324357679704	0.6566624218848897
646.9999999999999990	0.7339498758911673	0.6879546532340443
647.9999999999999990	0.7745780021987921	0.7651912333731856
648.9999999999999990	0.6332841262510315	0.6362396690149652
649.9999999999999990	0.6146021177876454	0.6300831398225086
650.9999999999999990	0.2653329485287361	0.2955650494005614
651.9999999999999990	0.7005432716243896	0.6687081663513631
652.9999999999999990	0.7283635149829957	0.7171537220823698
653.9999999999999990	0.3974953630138318	0.3865470240064732
654.9999999999999990	0.4752630332823001	0.4446254221031317
655.9999999999999990	0.4329439411291399	0.3904327706425534
656.9999999999999990	0.5770246293658908	0.5526114063039759
657.9999999999999990	0.4880293009116348	0.4617139547982334
658.9999999999999990	0.6039862890259896	0.5667328676125231
659.9999999999999990	0.8366037728162865	0.8152192479346249
660.9999999999999990	0.8566776685310697	0.8530464434800978
661.9999999999999990	0.8693982301811215	0.8577026375297717
662.9999999999999990	0.9137762908149064	0.9122099976270573
663.9999999999999990	0.9421851637117479	0.9485715410140314
664.9999999999999990	0.9374702040912669	0.9425843933825617
665.9999999999999990	0.9715220520339980	0.9725456276175264
666.9999999999999990	0.9356391195634002	0.9403829979076060
667.9999999999999990	0.9117230631946908	0.9105384035213774
668.9999999999999990	0.9096280815371907	0.9092851736909308
669.9999999999999990	0.8899914486251076	0.8848514428784312
670.9999999999999990	0.8876562606413376	0.8913850655122120
671.9999999999999990	0.8977794269613962	0.9093203627231203
672.9999999999999990	0.9040785540454652	0.9141785042980852
673.9999999999999990	0.8630942276105460	0.8539333884779682
674.9999999999999990	0.9169201357124994	0.9202683366046410
675.9999999999999990	0.8702929263593123	0.8636711428372582
676.9999999999999990	0.8698484652149100	0.8674733109238568
677.9999999999999990	0.8929420237142437	0.9050509702877758
678.9999999999999990	0.6803380040060919	0.6987948729845390
679.9999999999999990	0.8541889107822656	0.8405619710386215
680.9999999999999990	0.9170397651344900	0.9064939766392552
681.9999999999999990	0.8208628716994336	0.8025260556807274
682.9999999999999990	0.8963352314594600	0.8902894060555445
683.9999999999999990	0.9305580299586148	0.9266227932633074
684.9999999999999990	0.7679112252749165	0.7496083776811338
685.9999999999999990	0.7009010535136799	0.6629161372660904
686.9999999999999990	0.7995872380970810	0.7839831569511605
687.9999999999999990	0.7548609889429529	0.7264043537331299
688.9999999999999990	0.7523389953963098	0.7476849735156588
689.9999999999999990	0.6434399052848436	0.6315644716291648
690.9999999999999990	0.7622817967045665	0.7396127256693773
691.9999999999999990	0.9611778443588840	0.9554565416385765
692.9999999999999990	0.8375916903927613	0.7960284942065696
693.9999999999999990	0.8352235628695972	0.7996977114855124
694.9999999999999990	0.9000872611818598	0.8744545269290197
695.9999999999999990	0.7839855841555434	0.7648740320896754
696.9999999999999990	0.7804544867333861	0.7741155948710137
697.9999999999999990	0.8511705972896177	0.8377799431323332
698.9999999999999990	0.8595802392198597	0.8383178388779682
699.9999999999999990	0.8522447413883041	0.8467579524049912
700.9999999999999990	0.8708894311097314	0.8659314632213524
701.9999999999999990	0.9296600144331848	0.9240214462891244
702.9999999999999990	0.8747661772671171	0.8719123998381013
703.9999999999999990	0.7110234687520044	0.6949585009311694
704.9999999999999990	0.9256948775275241	0.9165846667377894
705.9999999999999990	0.9264164597361327	0.9225984088971391
706.9999999999999990	0.8233935299145289	0.7921850865711155
707.9999999999999990	0.9337425148979823	0.9308070412080551
708.9999999999999990	0.9176427472374050	0.9140263422256513
709.9999999999999990	0.8602133806112161	0.8586670299460786
710.9999999999999990	0.7257490414983816	0.7031252304407294
711.9999999999999990	0.8270023998816394	0.8172125159500639
712.9999999999999990	0.9193710042330087	0.9167261611251293
713.9999999999999990	0.9093186879001555	0.9125664847143534
714.9999999999999990	0.8955039216247875	0.8928410054139072
715.9999999999999990	0.7718787566195590	0.7633615326765578
716.9999999999999990	0.8425933484468299	0.8364029350366026
717.9999999999999990	0.6996486504901469	0.6971371934744276
718.9999999999999990	0.5940897552874463	0.5805543182668587
719.9999999999999990	0.6335015953693260	0.6225197628449810
720.9999999999999990	0.5695670787795273	0.5459851133322946
