Freq (Hz)	pe/uhp_Real	pe/uhp_Imag
5.0000000000000000	4.0021816230065035	2.1960705990554423
6.0000000000000000	-1.6811952771898688	0.2032770213790550
7.0000000000000000	-1.3849202550871653	-0.5621210878709236
8.0000000000000000	-0.4985363069409260	-0.7395770565496663
9.0000000000000000	-0.0975799909884945	-0.4950103935382584
10.0000000000000000	0.5638496173573836	0.0509640238780899
11.0000000000000000	-0.2149069456559419	-0.0160605243571014
12.0000000000000000	-0.2652588289121719	0.0989125905949303
13.0000000000000000	-0.2264094543753276	0.0663697527694348
14.0000000000000000	-0.1038482574902896	0.0201710967683257
15.0000000000000000	-0.0864505767767239	0.2221199232371923
16.0000000000000000	-0.1287310087707623	0.0375241452340010
17.0000000000000000	-0.0675330417835704	-0.0184827004459250
18.0000000000000000	-0.0560230358283640	-0.0015445905973433
19.0000000000000000	-0.0478532434796668	0.0220368628250295
20.0000000000000000	-0.0470897614583889	0.0291237795248581
21.0000000000000000	-0.0521578697865766	0.0312682375640761
22.0000000000000000	-0.0613503197841124	0.0402723077341429
23.0000000000000000	-0.0658503113177050	0.0552364293706531
24.0000000000000000	-0.0714018493960739	0.0642160150401977
25.0000000000000000	-0.0666264431188457	0.0678915616531708
26.0000000000000000	-0.0686451603304007	0.0887250235961077
27.0000000000000000	-0.0673909216282436	0.0984389802145271
28.0000000000000000	-0.0674834632559040	0.1131124853652404
29.0000000000000000	-0.0591375729327495	0.1321331235742818
30.0000000000000000	-0.0467081192351078	0.1582511334716918
31.0000000000000000	-0.0284764392250454	0.1689017730869744
32.0000000000000000	0.0003369903278916	0.1766215182669406
33.0000000000000000	0.0105275754423415	0.2004766402796954
34.0000000000000000	0.0295315520116238	0.1972295567664265
35.0000000000000000	0.0734247726223172	0.2616204034712347
36.0000000000000000	0.1220603112386478	0.2207344165181733
37.0000000000000000	0.0885762006928164	0.2083561791397265
38.0000000000000000	0.0943579181369573	0.1918306557709115
39.0000000000000000	0.1355673311787469	0.1853115844553487
40.0000000000000000	0.1527529020876744	0.1781445500855084
41.0000000000000000	0.1738129460439781	0.1680099670411936
42.0000000000000000	0.1815538695877931	0.1731327408868517
43.0000000000000000	0.1852327080318916	0.1523323818035704
44.0000000000000000	0.1955640915949246	0.1218302163251510
45.0000000000000000	0.2047720947447851	0.1069807639213113
46.0000000000000000	0.2133285145744942	0.1004978801596446
47.0000000000000000	0.2321939197648099	0.0857866294460640
48.0000000000000000	0.2540664137315742	0.0542372877937097
49.0000000000000000	0.2378190081246588	0.0432519961868590
50.0000000000000000	0.2324550959510987	0.0535669252470243
51.0000000000000000	0.2283859373496908	0.0468853601867349
52.0000000000000000	0.2351062815676238	0.0289848056395736
