Freq (Hz)	Coh_V2/V1
5.0000000000000000	0.9244681272716508
6.0000000000000000	0.9206722223487741
7.0000000000000000	0.9571311781732942
8.0000000000000000	0.9553433540982097
9.0000000000000000	0.9622846135067608
10.0000000000000000	0.9727273267261785
11.0000000000000000	0.9871374517690519
12.0000000000000000	0.9928364449196807
13.0000000000000000	0.9945508728737593
14.0000000000000000	0.9925095889923425
15.0000000000000000	0.9943989601807320
16.0000000000000000	0.9946029138689775
17.0000000000000000	0.9920983476028978
18.0000000000000000	0.9914860789809915
19.0000000000000000	0.9924611806604773
20.0000000000000000	0.9933457919116038
21.0000000000000000	0.9896882184308150
22.0000000000000000	0.9934064958809354
23.0000000000000000	0.9939295118095418
24.0000000000000000	0.9886113938061765
25.0000000000000000	0.9877145614134299
26.0000000000000000	0.9897317858232754
27.0000000000000000	0.9912463160569669
28.0000000000000000	0.9814268840864471
29.0000000000000000	0.9762022003305620
30.0000000000000000	0.9527572102284302
31.0000000000000000	0.9245394663043253
32.0000000000000000	0.9480556429266062
33.0000000000000000	0.9425801287447221
34.0000000000000000	0.9701302800026539
35.0000000000000000	0.9795997043585284
36.0000000000000000	0.9863251169381558
37.0000000000000000	0.9850105040591067
38.0000000000000000	0.9934810549592398
39.0000000000000000	0.9940242467214805
40.0000000000000000	0.9955552203058172
41.0000000000000000	0.9929806792132465
42.0000000000000000	0.9930984331985255
43.0000000000000000	0.9972609806265320
44.0000000000000000	0.9928171884581467
45.0000000000000000	0.9958324358617053
46.0000000000000000	0.9961595236256342
47.0000000000000000	0.9984950245860925
48.0000000000000000	0.9973483290370548
49.0000000000000000	0.9979604350026466
50.0000000000000000	0.9972128200677407
51.0000000000000000	0.9974497343179023
52.0000000000000000	0.9956400371655757
53.0000000000000000	0.9961062715823228
54.0000000000000000	0.9984405564942056
55.0000000000000000	0.9970594658277038
56.0000000000000000	0.9979923110868988
57.0000000000000000	0.9991406726304252
58.0000000000000000	0.9981632607903269
59.0000000000000000	0.9987353255466036
60.0000000000000000	0.9973963692102789
61.0000000000000000	0.9970975394741225
62.0000000000000000	0.9979219999215891
63.0000000000000000	0.9979927291261470
64.0000000000000000	0.9977185719464763
65.0000000000000000	0.9977512469607679
66.0000000000000000	0.9966158275906779
67.0000000000000000	0.9979311661976020
68.0000000000000000	0.9969778996698354
69.0000000000000000	0.9982805628516174
70.0000000000000000	0.9978256129641434
71.0000000000000000	0.9969521936826773
72.0000000000000000	0.9977900373989677
73.0000000000000000	0.9944245870612272
74.0000000000000000	0.9955984900598683
75.0000000000000000	0.9944343526850071
76.0000000000000000	0.9937738876750969
77.0000000000000000	0.9920122401772998
77.9999999999999999	0.9942465893789808
78.9999999999999999	0.9930763399991100
79.9999999999999999	0.9877044256503046
80.9999999999999999	0.9868734342305493
81.9999999999999999	0.9755971673886099
82.9999999999999999	0.9643693109707011
83.9999999999999999	0.9731053445615478
84.9999999999999999	0.9620920297429509
85.9999999999999999	0.9866160600678049
86.9999999999999999	0.9775227550740712
87.9999999999999999	0.9891985970980945
88.9999999999999999	0.9925450601652425
89.9999999999999999	0.9941983649150994
90.9999999999999999	0.9939037091950931
91.9999999999999999	0.9933664404343034
92.9999999999999999	0.9947876654368272
93.9999999999999999	0.9982087254397127
94.9999999999999999	0.9973946793733423
95.9999999999999999	0.9976324665310918
96.9999999999999999	0.9980910882185067
97.9999999999999999	0.9971893525902268
98.9999999999999999	0.9970246688871222
100.0000000000000000	0.9980419384046892
101.0000000000000000	0.9966666094560367
102.0000000000000000	0.9969495285664046
103.0000000000000000	0.9972453265177120
104.0000000000000000	0.9978593650687005
105.0000000000000000	0.9984092331764651
106.0000000000000000	0.9974872702798158
107.0000000000000000	0.9977090709301500
108.0000000000000000	0.9976628617982742
109.0000000000000000	0.9987627223116577
110.0000000000000000	0.9981626833495399
111.0000000000000000	0.9984378843270498
112.0000000000000000	0.9981735663017212
113.0000000000000000	0.9985772553582463
114.0000000000000000	0.9983876903744504
115.0000000000000000	0.9983027295158238
