Freq (Hz)	GxyV2/V1_Real	GxyV2/V1_Imag
5.0000000000000000	-0.0000000781576725	0.0000000159271831
6.0000000000000000	-0.0000000879995072	0.0000000132319182
7.0000000000000000	-0.0000001261363291	0.0000000163389981
8.0000000000000000	-0.0000001415698507	0.0000000011316273
9.0000000000000000	-0.0000002172562157	-0.0000000159135146
10.0000000000000000	-0.0000002997185857	-0.0000000277886294
11.0000000000000000	-0.0000005174346289	-0.0000000637235978
12.0000000000000000	-0.0000006518168478	-0.0000001222931859
13.0000000000000000	-0.0000008006356529	-0.0000001775241634
14.0000000000000000	-0.0000011451421419	-0.0000002572471791
15.0000000000000000	-0.0000011616577535	-0.0000003237602381
16.0000000000000000	-0.0000012838139181	-0.0000004234698679
17.0000000000000000	-0.0000010614979913	-0.0000003808602708
18.0000000000000000	-0.0000009449256712	-0.0000003852116743
19.0000000000000000	-0.0000014617205832	-0.0000006969861078
20.0000000000000000	-0.0000020091216735	-0.0000010116553874
21.0000000000000000	-0.0000021049873533	-0.0000011960505731
22.0000000000000000	-0.0000020062569620	-0.0000012647504961
23.0000000000000000	-0.0000026005378923	-0.0000018682545374
24.0000000000000000	-0.0000021126053561	-0.0000016671916328
25.0000000000000000	-0.0000018247187891	-0.0000013660032588
26.0000000000000000	-0.0000024876897940	-0.0000021030463018
27.0000000000000000	-0.0000035078912610	-0.0000031609799486
28.0000000000000000	-0.0000041500358870	-0.0000038078201911
29.0000000000000000	-0.0000052637782014	-0.0000044605979055
30.0000000000000000	-0.0000052773812433	-0.0000032194053078
31.0000000000000000	-0.0000064488497705	-0.0000020984229786
32.0000000000000000	-0.0000065491987317	0.0000000902498455
33.0000000000000000	-0.0000038634866739	0.0000014001299764
34.0000000000000000	-0.0000040599610266	0.0000030801491593
35.0000000000000000	-0.0000042922443232	0.0000039359054775
36.0000000000000000	-0.0000034862280781	0.0000030756682478
37.0000000000000000	-0.0000023235085711	0.0000021361767623
38.0000000000000000	-0.0000025663458033	0.0000022461885227
