Freq (Hz)	V1(V^2 rms)	V2(V^2 rms)
5.0000000000000000	0.0000002951997036	0.0000000233134247
6.0000000000000000	0.0000002983795971	0.0000000288267718
7.0000000000000000	0.0000003850731101	0.0000000438927064
8.0000000000000000	0.0000004371852382	0.0000000479892895
9.0000000000000000	0.0000006641267486	0.0000000742529590
10.0000000000000000	0.0000009112699405	0.0000001022130903
11.0000000000000000	0.0000015141860719	0.0000001818408467
12.0000000000000000	0.0000019247995861	0.0000002301508392
13.0000000000000000	0.0000023084418571	0.0000002929322512
14.0000000000000000	0.0000032367284128	0.0000004288042032
15.0000000000000000	0.0000032601113709	0.0000004485922603
16.0000000000000000	0.0000035890389813	0.0000005119536561
17.0000000000000000	0.0000028604611564	0.0000004481662504
18.0000000000000000	0.0000025558445727	0.0000004109068323
19.0000000000000000	0.0000038845821416	0.0000006802113333
20.0000000000000000	0.0000052277814925	0.0000009743927674
21.0000000000000000	0.0000053694862472	0.0000011030070329
22.0000000000000000	0.0000048730676454	0.0000011618950531
23.0000000000000000	0.0000061365609619	0.0000016810383400
24.0000000000000000	0.0000049951352803	0.0000014666395536
25.0000000000000000	0.0000039049241747	0.0000013470651503
26.0000000000000000	0.0000048773671425	0.0000021982136163
27.0000000000000000	0.0000061869964722	0.0000036356899198
28.0000000000000000	0.0000061624158002	0.0000052451222649
29.0000000000000000	0.0000063096385261	0.0000077286185434
30.0000000000000000	0.0000044082776509	0.0000090988468246
31.0000000000000000	0.0000038495733218	0.0000129221626132
32.0000000000000000	0.0000034583789337	0.0000130843573452
33.0000000000000000	0.0000027260081090	0.0000065721025923
34.0000000000000000	0.0000041922497587	0.0000063856456413
35.0000000000000000	0.0000057566361819	0.0000060141010532
36.0000000000000000	0.0000055492447675	0.0000039488583576
37.0000000000000000	0.0000045608240208	0.0000022174808899
38.0000000000000000	0.0000055478200492	0.0000021103453553
39.0000000000000000	0.0000061990609216	0.0000019091892315
40.0000000000000000	0.0000082452301874	0.0000021088327167
41.0000000000000000	0.0000085129097055	0.0000019166406983
