Freq (Hz)	Gxymic/ref_Real	Gxymic/ref_Imag
400.0000000000000000	0.0005778892764706	0.0011570696276962
401.0000000000000000	0.0006194125729776	0.0008938267071773
402.0000000000000000	0.0010444504032802	0.0013939215816051
403.0000000000000000	0.0009949541678219	0.0012367727653206
404.0000000000000000	0.0012381032199461	0.0012813409205415
405.0000000000000000	0.0019579087716134	0.0017819649298990
406.0000000000000000	0.0019114393289460	0.0015223609260442
407.0000000000000000	0.0012990923467225	0.0009392849180340
408.0000000000000000	0.0013066689840864	0.0009265792561136
409.0000000000000000	0.0015546416950468	0.0012291123015385
410.0000000000000000	0.0012740540747856	0.0011859885727871
411.0000000000000000	0.0010496643777639	0.0009061813356870
412.0000000000000000	0.0011985628154901	0.0010862977982302
413.0000000000000000	0.0011500960962509	0.0009608135315966
414.0000000000000000	0.0009810332579130	0.0008334757167951
415.0000000000000000	0.0011931403973613	0.0013374879014651
416.0000000000000000	0.0009267670656180	0.0010525474209658
417.0000000000000000	0.0009172716592971	0.0009994105636776
418.0000000000000000	0.0016008571878816	0.0015818036615449
419.0000000000000000	0.0015677206737279	0.0013761843277792
420.0000000000000000	0.0020344611018938	0.0016932482804887
421.0000000000000000	0.0020187135975147	0.0016251357506846
422.0000000000000000	0.0023752813669617	0.0017588838103606
423.0000000000000000	0.0019722384583877	0.0012787341932135
424.0000000000000000	0.0012143017997108	0.0006012456400006
425.0000000000000000	0.0010879422973325	0.0004757235464221
426.0000000000000000	0.0017477337022050	0.0006609119427037
427.0000000000000000	0.0014219219332355	0.0005033287427528
428.0000000000000000	0.0025933734344859	0.0010319398818709
429.0000000000000000	0.0028415805285020	0.0011562966630400
430.0000000000000000	0.0017049156084876	0.0006103242368991
431.0000000000000000	0.0033618657771948	0.0009689940452826
432.0000000000000000	0.0035388957881422	0.0008857098608539
433.0000000000000000	0.0036432098364055	0.0006304224359788
434.0000000000000000	0.0041555589121022	0.0006183834057902
435.0000000000000000	0.0020425662506025	0.0002961575913748
436.0000000000000000	0.0020460655809113	0.0001119126951876
437.0000000000000000	0.0020776531504344	0.0000628806521489
438.0000000000000000	0.0016563034244267	0.0000314086065959
439.0000000000000000	0.0009837475664261	0.0000294796588399
440.0000000000000000	0.0020114482214729	0.0000400714300076
441.0000000000000000	0.0017695813677440	-0.0000357735996961
442.0000000000000000	0.0013841656207872	-0.0001351724783575
443.0000000000000000	0.0017593861995555	-0.0001176940526475
444.0000000000000000	0.0015975507522072	-0.0000287315936498
445.0000000000000000	0.0016033428357262	-0.0000603342442012
446.0000000000000000	0.0008489696863309	-0.0000181382501239
447.0000000000000000	0.0012786917333923	-0.0000227573497282
448.0000000000000000	0.0028021197247063	0.0000288133934794
449.0000000000000000	0.0018104197229961	0.0000860904081367
450.0000000000000000	0.0013039242323325	0.0001823423631742
451.0000000000000000	0.0029346915604073	0.0002360394192447
452.0000000000000000	0.0021886933581008	0.0001201263663193
453.0000000000000000	0.0012815619484098	0.0000281014989058
454.0000000000000000	0.0019888990392691	0.0000046653446567
455.0000000000000000	0.0025779665532510	-0.0001063828691181
456.0000000000000000	0.0029596561620174	-0.0002256172206891
457.0000000000000000	0.0024252063355978	-0.0002824325795586
458.0000000000000000	0.0014133566670382	-0.0002446196540872
459.0000000000000000	0.0016857700263104	-0.0003089818998915
460.0000000000000000	0.0019324153978923	-0.0004481441298989
461.0000000000000000	0.0017194742495980	-0.0005207069210308
462.0000000000000000	0.0016398701617663	-0.0007095024532523
463.0000000000000000	0.0013090004934105	-0.0006144611065262
464.0000000000000000	0.0014914592398579	-0.0007282317369425
465.0000000000000000	0.0016325153576848	-0.0007460830970912
466.0000000000000000	0.0015901395350391	-0.0006183735957838
467.0000000000000000	0.0013178571447884	-0.0004639551972399
468.0000000000000000	0.0012008394148867	-0.0003722813233345
469.0000000000000000	0.0016812230520652	-0.0005360855277028
470.0000000000000000	0.0013560327782341	-0.0004016752191412
471.0000000000000000	0.0019114270165136	-0.0005897860949064
472.0000000000000000	0.0016555887234775	-0.0005421171767649
473.0000000000000000	0.0020114064260670	-0.0007407089240439
474.0000000000000000	0.0022388150458360	-0.0009804508164135
475.0000000000000000	0.0017385912876531	-0.0008604018556161
476.0000000000000000	0.0015135483673204	-0.0008672978110613
477.0000000000000000	0.0019971744931423	-0.0011435349176741
478.0000000000000000	0.0027603930378594	-0.0016454506557904
479.0000000000000000	0.0027872895584055	-0.0017939553514085
480.0000000000000000	0.0020992747089073	-0.0013386073473791
481.0000000000000000	0.0015888380341694	-0.0011444832560898
482.0000000000000000	0.0018254026155176	-0.0014551031286960
483.0000000000000000	0.0022430368270016	-0.0020276683677212
484.0000000000000000	0.0017847201563464	-0.0016883585028200
485.0000000000000000	0.0013049933929259	-0.0014272278807328
486.0000000000000000	0.0009275516889939	-0.0010476966618860
487.0000000000000000	0.0008468979819886	-0.0009710069209048
488.0000000000000000	0.0011891515484642	-0.0013301638673126
489.0000000000000000	0.0019492042565649	-0.0022135247255239
490.0000000000000000	0.0010315046300947	-0.0012345835063081
491.0000000000000000	0.0010719048281420	-0.0013035631414460
492.0000000000000000	0.0011759569836854	-0.0013962811362960
493.0000000000000000	0.0008325593131388	-0.0009946700777638
494.0000000000000000	0.0010878832138196	-0.0013009179463464
495.0000000000000000	0.0016797329688912	-0.0016825048524252
496.0000000000000000	0.0025572418072614	-0.0023806656518417
497.0000000000000000	0.0019666755085263	-0.0018417504064313
498.0000000000000000	0.0009711194741279	-0.0009797638875883
499.0000000000000000	0.0017989950479924	-0.0019178831258845
500.0000000000000000	0.0017583343290354	-0.0021084993460376
501.0000000000000000	0.0016563073015178	-0.0021879909710299
502.0000000000000000	0.0023339112265866	-0.0033033183281118
503.0000000000000000	0.0014813550398792	-0.0021710926389114
504.0000000000000000	0.0007439248911384	-0.0011872713543266
