Freq (Hz)	Coh_mic/ref
400.0000000000000000	0.9212661793325015
401.0000000000000000	0.9263295488814194
402.0000000000000000	0.9720717415001938
403.0000000000000000	0.9607216162688931
404.0000000000000000	0.9834803718220270
405.0000000000000000	0.9876948339273964
406.0000000000000000	0.9788132383933210
407.0000000000000000	0.9547789964340769
408.0000000000000000	0.9613061026203408
409.0000000000000000	0.9068540820438115
410.0000000000000000	0.9192206148249153
411.0000000000000000	0.9430498809478443
412.0000000000000000	0.9572153959500984
413.0000000000000000	0.9531389614940352
414.0000000000000000	0.9715803497566733
415.0000000000000000	0.9826623044542112
416.0000000000000000	0.9742749807226846
417.0000000000000000	0.9641017859135762
418.0000000000000000	0.9745612599695624
419.0000000000000000	0.9788907237601945
420.0000000000000000	0.9823649381018866
421.0000000000000000	0.9863406643867862
422.0000000000000000	0.9782854217428227
423.0000000000000000	0.9878691817834481
424.0000000000000000	0.9889941349711369
425.0000000000000000	0.9828265053327256
426.0000000000000000	0.9841602329500180
427.0000000000000000	0.9925490274104184
428.0000000000000000	0.9940755534504213
429.0000000000000000	0.9957042487987625
430.0000000000000000	0.9947172494666403
431.0000000000000000	0.9907214021491929
432.0000000000000000	0.9950219866203076
433.0000000000000000	0.9959241256165079
434.0000000000000000	0.9930046632168743
435.0000000000000000	0.9908460140309359
436.0000000000000000	0.9735932716655813
437.0000000000000000	0.9826096191459839
438.0000000000000000	0.9665243980121935
439.0000000000000000	0.9559255346976973
440.0000000000000000	0.9349919538044227
441.0000000000000000	0.9136809372038300
442.0000000000000000	0.9243573931788601
443.0000000000000000	0.9617677226668057
444.0000000000000000	0.9552976618472279
445.0000000000000000	0.9629842114977188
446.0000000000000000	0.9355288897389634
447.0000000000000000	0.8850205574217320
448.0000000000000000	0.8864990750965097
449.0000000000000000	0.9203194087528600
450.0000000000000000	0.9488768274305021
451.0000000000000000	0.9700835832460503
452.0000000000000000	0.9828636330390015
453.0000000000000000	0.9723625455406479
454.0000000000000000	0.9263298706196382
455.0000000000000000	0.9539841165514968
456.0000000000000000	0.9723915788418112
457.0000000000000000	0.9777676453540931
458.0000000000000000	0.9766402684622083
459.0000000000000000	0.9820675472156322
460.0000000000000000	0.9721244261124561
461.0000000000000000	0.9574014729229523
462.0000000000000000	0.9388170806487509
463.0000000000000000	0.9191029159360284
464.0000000000000000	0.9415948476384572
465.0000000000000000	0.9560902483871814
466.0000000000000000	0.9571909703952247
467.0000000000000000	0.9115440854268455
468.0000000000000000	0.9714617450402974
469.0000000000000000	0.9753060235682016
470.0000000000000000	0.9764374926809335
