Freq (Hz)	mic(Pa^2 rms)	ref(Pa^2 rms)
400.0000000000000000	0.2428081035361604	0.0000108342211506
401.0000000000000000	0.1838962592385745	0.0000057475860555
402.0000000000000000	0.3424764914426126	0.0000115489037009
403.0000000000000000	0.3988515462814171	0.0000132063449279
404.0000000000000000	0.6026329497667527	0.0000160842482616
405.0000000000000000	0.5778116226991246	0.0000162894498818
406.0000000000000000	0.3055733841852920	0.0000095405604629
407.0000000000000000	0.2425275893787560	0.0000084763912123
408.0000000000000000	0.2586269308334735	0.0000123331184845
409.0000000000000000	0.1417663185240889	0.0000091908022568
410.0000000000000000	0.0805661623183220	0.0000052987478524
411.0000000000000000	0.1609791811088042	0.0000077546788083
412.0000000000000000	0.2449916119876809	0.0000114143997766
413.0000000000000000	0.2753401038889328	0.0000121637291748
414.0000000000000000	0.3088403923329678	0.0000140948065871
415.0000000000000000	0.3405793277900927	0.0000161853957327
416.0000000000000000	0.2822372407640291	0.0000124517863007
417.0000000000000000	0.1805047993831099	0.0000083147096828
418.0000000000000000	0.2801954320911769	0.0000116719472754
419.0000000000000000	0.3700997707976891	0.0000134610925912
420.0000000000000000	0.3886682672791696	0.0000126825062322
421.0000000000000000	0.5016694602715585	0.0000150795113687
422.0000000000000000	0.2468664082583953	0.0000071052627584
423.0000000000000000	0.3639349826175387	0.0000105159122961
424.0000000000000000	0.4453651698778794	0.0000130629090166
425.0000000000000000	0.3253624457691202	0.0000091164766098
426.0000000000000000	0.3352156610943171	0.0000110603231335
427.0000000000000000	0.6511539965013156	0.0000243521126566
428.0000000000000000	0.6762198885296800	0.0000258223679114
429.0000000000000000	0.6715087570185624	0.0000228763569248
430.0000000000000000	0.4983386752121112	0.0000160545571961
431.0000000000000000	0.3591954438233024	0.0000114462992811
432.0000000000000000	0.4496722444272617	0.0000141516132809
433.0000000000000000	0.8312628438512573	0.0000267249190775
434.0000000000000000	0.8194961885415072	0.0000236613655181
435.0000000000000000	0.5310327452433506	0.0000155316338441
