Freq (Hz)	GxyV2/V1_Real	GxyV2/V1_Imag
5.0000000000000000	-0.0000000669898690	0.0000000129671506
6.0000000000000000	-0.0000000822504433	0.0000000153883106
7.0000000000000000	-0.0000001522840161	0.0000000072436954
8.0000000000000000	-0.0000002313716164	-0.0000000014746018
9.0000000000000000	-0.0000003966879754	-0.0000000275035900
10.0000000000000000	-0.0000005202010641	-0.0000000401156049
11.0000000000000000	-0.0000003298604934	-0.0000000392997735
12.0000000000000000	-0.0000004742501181	-0.0000000877188240
13.0000000000000000	-0.0000007028163651	-0.0000001443773367
14.0000000000000000	-0.0000005603664525	-0.0000001398887682
15.0000000000000000	-0.0000008663831075	-0.0000002573962131
16.0000000000000000	-0.0000012092711323	-0.0000003817451279
17.0000000000000000	-0.0000013137132114	-0.0000005040721623
18.0000000000000000	-0.0000012159150397	-0.0000005790921764
19.0000000000000000	-0.0000008050022946	-0.0000004090626496
20.0000000000000000	-0.0000011114174992	-0.0000005989127333
21.0000000000000000	-0.0000013608722894	-0.0000007643964974
22.0000000000000000	-0.0000019906616477	-0.0000012582242552
23.0000000000000000	-0.0000034492089524	-0.0000019741916888
24.0000000000000000	-0.0000048043443715	-0.0000021792631683
25.0000000000000000	-0.0000046274896569	-0.0000014092522082
26.0000000000000000	-0.0000039131087516	-0.0000002943796272
27.0000000000000000	-0.0000031486725738	0.0000006193254425
28.0000000000000000	-0.0000034561372496	0.0000011412043940
29.0000000000000000	-0.0000020020842113	0.0000009030655021
30.0000000000000000	-0.0000022339294077	0.0000011902247564
31.0000000000000000	-0.0000021694646369	0.0000010344057184
32.0000000000000000	-0.0000026802814155	0.0000011872565417
33.0000000000000000	-0.0000030905154906	0.0000012077195023
34.0000000000000000	-0.0000029966885288	0.0000009665642428
35.0000000000000000	-0.0000035173772466	0.0000009543320731
36.0000000000000000	-0.0000033889890595	0.0000007638763669
37.0000000000000000	-0.0000036781287677	0.0000007219781894
38.0000000000000000	-0.0000035455433012	0.0000005782316060
39.0000000000000000	-0.0000034743041766	0.0000004165701310
40.0000000000000000	-0.0000045107217306	0.0000003032513464
41.0000000000000000	-0.0000043387009814	0.0000001007099601
42.0000000000000000	-0.0000041427143826	-0.0000000336237480
43.0000000000000000	-0.0000040415378040	-0.0000001441670023
44.0000000000000000	-0.0000037428748664	-0.0000002678876636
45.0000000000000000	-0.0000039329667213	-0.0000003760794455
46.0000000000000000	-0.0000038402442619	-0.0000005051974302
47.0000000000000000	-0.0000057419889764	-0.0000009523731537
48.0000000000000000	-0.0000084020169192	-0.0000015616588418
49.0000000000000000	-0.0000052158716053	-0.0000010860791136
50.0000000000000000	-0.0000031781922096	-0.0000008362906292
51.0000000000000000	-0.0000058475434400	-0.0000016805141570
52.0000000000000000	-0.0000060227417189	-0.0000018638919456
53.0000000000000000	-0.0000059290015161	-0.0000019958651215
54.0000000000000000	-0.0000035068625791	-0.0000013013088902
55.0000000000000000	-0.0000065414284511	-0.0000025825318859
56.0000000000000000	-0.0000056534975806	-0.0000023621585179
57.0000000000000000	-0.0000057315741488	-0.0000026579186941
58.0000000000000000	-0.0000060265959519	-0.0000029782018126
59.0000000000000000	-0.0000055544912091	-0.0000029520378101
60.0000000000000000	-0.0000050668862034	-0.0000029479069243
61.0000000000000000	-0.0000046020922795	-0.0000027191071434
62.0000000000000000	-0.0000055081574899	-0.0000034095360997
63.0000000000000000	-0.0000100345853128	-0.0000066834184039
64.0000000000000000	-0.0000081360847947	-0.0000056639409141
65.0000000000000000	-0.0000047348053511	-0.0000035090625624
66.0000000000000000	-0.0000054075384424	-0.0000042695564309
67.0000000000000000	-0.0000049514276065	-0.0000041679209954
68.0000000000000000	-0.0000089536001247	-0.0000075094373882
69.0000000000000000	-0.0000131896979658	-0.0000111505554939
70.0000000000000000	-0.0000097329860428	-0.0000085561156053
71.0000000000000000	-0.0000068317702077	-0.0000058688082801
72.0000000000000000	-0.0000110193745037	-0.0000087700559301
73.0000000000000000	-0.0000141777238088	-0.0000110495427039
74.0000000000000000	-0.0000126863962960	-0.0000093385190841
75.0000000000000000	-0.0000125639967662	-0.0000084340517194
76.0000000000000000	-0.0000126762450496	-0.0000067944141939
77.0000000000000000	-0.0000107395836885	-0.0000039203128852
77.9999999999999999	-0.0000098831515894	-0.0000011222416384
78.9999999999999999	-0.0000103221071705	0.0000011084401108
79.9999999999999999	-0.0000091596082852	0.0000029653347506
80.9999999999999999	-0.0000106572454029	0.0000063839560723
