Freq (Hz)	mic(Pa^2 rms)	ref(Pa^2 rms)
400.0000000000000000	0.1430139020678117	0.0000092320726966
401.0000000000000000	0.2510061769014226	0.0000132516975091
402.0000000000000000	0.3992509481732019	0.0000169705167390
403.0000000000000000	0.3534589064028435	0.0000116216066304
404.0000000000000000	0.2995469822246230	0.0000095249873151
405.0000000000000000	0.4861111505843798	0.0000141458629417
406.0000000000000000	0.3301595017023192	0.0000085272613937
407.0000000000000000	0.3122780976633862	0.0000100376109499
408.0000000000000000	0.2819073313839161	0.0000099808541275
409.0000000000000000	0.2768366063772822	0.0000103560392941
410.0000000000000000	0.1915065006833346	0.0000076438806948
411.0000000000000000	0.1993217639389852	0.0000086543685859
412.0000000000000000	0.1147198481029461	0.0000061259496951
413.0000000000000000	0.1907293631468222	0.0000117676748715
414.0000000000000000	0.1421059924173335	0.0000096715750763
415.0000000000000000	0.0775597721452055	0.0000050672413635
416.0000000000000000	0.0925766886506685	0.0000046931897287
417.0000000000000000	0.1430523357385094	0.0000068041563455
418.0000000000000000	0.2258387448793706	0.0000091233040264
419.0000000000000000	0.3970205636491554	0.0000147048572027
420.0000000000000000	0.3537075309000831	0.0000121737576515
421.0000000000000000	0.4971593779925411	0.0000179946131351
422.0000000000000000	0.3907423094181075	0.0000120500506801
423.0000000000000000	0.5780541565967173	0.0000173384624280
424.0000000000000000	0.4363867000831145	0.0000144205829063
425.0000000000000000	0.2783677069765783	0.0000109892835854
426.0000000000000000	0.3393089832921138	0.0000155573498975
427.0000000000000000	0.3723850718581674	0.0000178920123308
428.0000000000000000	0.4306141876087645	0.0000191688169179
429.0000000000000000	0.4777055788102968	0.0000197567601734
430.0000000000000000	0.4260347189192063	0.0000173927234034
431.0000000000000000	0.3473538640775199	0.0000125634090346
432.0000000000000000	0.3670383726651251	0.0000134980862429
433.0000000000000000	0.2254201377387642	0.0000086852584217
434.0000000000000000	0.2401143135505262	0.0000097601345341
435.0000000000000000	0.2875568305290587	0.0000122550342838
436.0000000000000000	0.2962324472637367	0.0000131362767072
437.0000000000000000	0.3270875515254036	0.0000132793855978
438.0000000000000000	0.2407188442722237	0.0000100654154310
439.0000000000000000	0.2696470260475368	0.0000102804549603
440.0000000000000000	0.2513125915413074	0.0000095819353567
441.0000000000000000	0.2263997087429477	0.0000067606979999
442.0000000000000000	0.4372406808027557	0.0000109878327374
443.0000000000000000	0.6370725239475731	0.0000153769287398
444.0000000000000000	0.5396563907754706	0.0000116952830567
445.0000000000000000	0.5895410244593680	0.0000126948819853
446.0000000000000000	0.5669262038957160	0.0000121470570282
447.0000000000000000	0.5376274447771785	0.0000123024798552
448.0000000000000000	0.9844541932738267	0.0000219565193450
449.0000000000000000	0.8518256546814864	0.0000178437386969
450.0000000000000000	0.4558568849644071	0.0000086963619686
451.0000000000000000	0.6209669803340790	0.0000120694145388
452.0000000000000000	1.1825383906274078	0.0000210554019403
453.0000000000000000	0.9021147391453658	0.0000153760668773
454.0000000000000000	0.7909906056212471	0.0000116574521563
455.0000000000000000	0.6147900929786261	0.0000094202328338
456.0000000000000000	0.5204304908994932	0.0000092795567783
457.0000000000000000	0.5481808419052580	0.0000101231359160
458.0000000000000000	0.7206960115567813	0.0000129362582416
459.0000000000000000	0.9073565982354379	0.0000169803240191
460.0000000000000000	0.7990059814241335	0.0000160213516178
461.0000000000000000	0.7955041977330233	0.0000172439004513
462.0000000000000000	0.4000091508314711	0.0000099502693167
463.0000000000000000	0.5414067537036945	0.0000135360119455
464.0000000000000000	0.6644213193950907	0.0000162805131419
465.0000000000000000	0.4192465709448164	0.0000097527972674
466.0000000000000000	0.3044702024840973	0.0000086200530934
467.0000000000000000	0.6495662031548619	0.0000182803835829
468.0000000000000000	0.4455837949035232	0.0000112829182139
469.0000000000000000	0.2607347992041104	0.0000081444717742
470.0000000000000000	0.4007557110413685	0.0000126393669421
